time,cycle number,marker,delc_var_det1_HbO2,delc_var_det1_HHb,delc_var_det1_ox-redCCO,delc_var_det1_HbT,delc_INvar_det1_HbO2,delc_INvar_det1_HHb,delc_INvar_det1_ox-redCCO,delc_INvar_det1_HbT,delc_var_det2_HbO2,delc_var_det2_HHb,delc_var_det2_ox-redCCO,delc_var_det2_HbT,delc_INvar_det2_HbO2,delc_INvar_det2_HHb,delc_INvar_det2_ox-redCCO,delc_INvar_det2_HbT,delc_INvar_det3_HbO2,delc_INvar_det3_HHb,delc_INvar_det3_ox-redCCO,delc_INvar_det3_HbT,delc_INvar_det4_HbO2,delc_INvar_det4_HHb,delc_INvar_det4_ox-redCCO,delc_INvar_det4_HbT,SRS kHbO2,SRS kHHb,SRS kHbT,SRS TOI,delc_var_det1_Hbdiff,delc_INvar_det1_Hbdiff,delc_var_det2_Hbdiff,delc_INvar_det2_Hbdiff,delc_INvar_det3_Hbdiff,delc_INvar_det4_Hbdiff,DPF 690,DPF 750,DPF 790,DPF 850,Us 690,Us 750,Us 790,Us 850,Ua 690,Ua 750,Ua 790,Ua 850,MDFD_abs_C_HbO2,MDFD_abs_C_HHb,MDFD_abs_C_HbT,MDFD_StO2,MDFD_delta_C_HbO2,MDFD_delta_C_HHb,MDFD_delta_C_HbT,time (s),TCD mean velocity,TCD mean BP,TCD mean SpO2,TCD mean maxCO2,TCD mean minCO2,TF mean maxO2,TF mean minO2,TF mean maxCO2,TF mean minCO2,HR (bpm),HR ,SpO2 ,RR ,etCO? ,imCO? ,FIO2 ,end of challenge
2432,921,0,0.255457709,0.764311167,-2.321754736,1.019768876,0.248651082,0.747796328,-2.270468136,0.99644741,-3.032308279,0.782904962,0.049946181,-2.249403317,-2.965948352,0.7662789,0.048026266,-2.199669452,-5.518545238,0.818096333,0.293375091,-4.700448905,-7.406559747,1.644758308,0.784048171,-5.761801439,2.759685192,1205.626676,1208.386361,0.00227144,-0.508853458,-0.499145245,-3.815213241,-3.732227252,-6.336641571,-9.051318054,9.71010492,6.963848425,7.992673258,16.51311461,7.664673852,6.710462151,6.358128252,13.14699991,0.060978957,0.10381291,0.074650691,0.036135397,0.147462768,15.8702557,16.01771847,1.61859291,6.279457623,-2.270943239,4.008514384,2432,43.23929728,61.19503806,96.78790282,4.539700576,0.113527753,20.79375164,14.78647495,4.608890929,0.361881355,87.69895248,84.66929061,99.17370979,15.20489457,4.530133168,0.388634249,0.21,
2435.2,922,0,0.238182446,0.655929923,-2.315070243,0.89411237,0.23266043,0.644565488,-2.275471369,0.877225918,-3.075301727,0.850796194,0.017887536,-2.224505533,-3.024281116,0.835342848,0.017250807,-2.188938268,-5.511262541,0.832612045,0.253243831,-4.678650496,-7.544020679,1.626103242,0.803703068,-5.917917437,3.97426833,1201.597058,1205.571326,0.003280254,-0.417747477,-0.411905058,-3.926097922,-3.859623964,-6.343874586,-9.170123921,9.554271448,7.051576314,8.034439517,16.84440663,7.459343524,6.724686507,6.293867451,13.13783459,0.061287258,0.101226156,0.073137761,0.034736507,-0.547983967,15.83069501,15.28271104,-3.154480963,5.584010889,-2.310503936,3.273506953,2435.2,43.26551953,60.22977165,96.78151156,4.533815357,0.145985451,20.78688584,14.81016256,4.62435299,0.364436211,89.28320552,80.19459218,99.30711452,16.69238649,4.519578098,0.371489661,0.209999999,
2438.4,923,0,0.198335918,0.597263515,-2.35260066,0.795599432,0.193667307,0.588698317,-2.317997893,0.782365624,-3.246146246,0.794238573,0.031173332,-2.451907673,-3.200239843,0.781712147,0.030800557,-2.418527696,-5.692051731,0.785389684,0.226724916,-4.906662046,-7.769531927,1.730444599,0.744592163,-6.039087329,5.60444034,1197.078423,1202.682864,0.004629569,-0.398927597,-0.39503101,-4.040384819,-3.98195199,-6.477441415,-9.499976526,9.361517577,6.860867325,8.057839707,17.01635906,7.221112405,6.490084614,6.193666382,12.86565565,0.061806642,0.103394096,0.071547564,0.033320289,-1.353540805,16.22975954,14.87621873,-8.659301375,4.778454051,-1.911439408,2.867014643,2438.4,41.54116839,59.27709741,96.88349527,4.523340524,0.16248602,20.7675226,14.81216592,4.612399756,0.366519186,85.17010612,77.5714788,99.42102021,17.88597983,4.562126961,0.323504079,0.21,
2441.6,924,0,0.146504192,0.68803899,-2.378021449,0.834543183,0.142696399,0.676786102,-2.340362395,0.819482501,-3.346514673,0.670844079,0.085499749,-2.675670594,-3.295172877,0.660753086,0.083716761,-2.634419791,-5.808904951,0.701635578,0.257368622,-5.107269373,-7.84994691,1.85334087,0.697241052,-5.996606039,4.955594255,1198.012983,1202.968577,0.004092453,-0.541534798,-0.534089703,-4.017358752,-3.955925963,-6.510540529,-9.70328778,9.438142567,6.612009142,8.048753093,16.94240279,7.257893255,6.231443703,6.143662913,12.56695462,0.061152468,0.107039243,0.071124834,0.032836615,-1.480727653,16.45573121,14.97500356,-9.441617069,4.651267203,-1.685467731,2.965799472,2441.6,40.17031267,56.98344917,96.90481448,4.526120764,0.153240173,20.76099601,14.80147709,4.584221772,0.362670762,78.46126504,77.91989519,99.4826754,17.87611548,4.607661136,0.318544168,0.210000002,
2444.8,925,0,0.167120925,0.75576369,-2.304105012,0.922884615,0.160620751,0.737934549,-2.248955131,0.8985553,-3.175941114,0.599738925,0.133289305,-2.576202189,-3.102867903,0.585676614,0.129007525,-2.517191289,-5.55232065,0.700189488,0.305327943,-4.852131162,-7.518624562,1.863562938,0.721435012,-5.655061624,1.894701453,1205.332818,1207.22752,0.001563578,-0.588642764,-0.577313797,-3.775680039,-3.688544517,-6.252510137,-9.382187501,9.674282425,6.599752142,7.97385402,16.83546665,7.48537152,6.219853994,6.126838001,12.53131387,0.060021628,0.107294169,0.072287348,0.033174341,-0.964756473,16.2266122,15.26185573,-5.793455482,5.167238383,-1.914586742,3.252651641,2444.8,41.08230672,56.02026092,96.80579062,4.551262564,0.126504233,20.77669865,14.78949601,4.555654818,0.349669215,75.39654812,78.70381245,99.50466844,17.49109337,4.613431206,0.366429613,0.210000001,
2448,926,0,0.2514849,0.667821042,-2.189018067,0.919305942,0.23866611,0.645147664,-2.111081257,0.883813774,-2.920378378,0.599490669,0.145875899,-2.320887709,-2.820892899,0.577608653,0.139629252,-2.243284246,-5.180402723,0.790253522,0.311961556,-4.390149201,-7.062906594,1.777640065,0.753802526,-5.285266529,-0.350828444,1211.990352,1211.639523,-0.000291951,-0.416336141,-0.406481554,-3.519869048,-3.398501552,-5.970656244,-8.840546659,9.711535824,6.815396116,7.87584096,16.8570865,7.558422649,6.435885006,6.110899823,12.70597392,0.060136483,0.104080567,0.073895247,0.033546714,-0.547630653,15.91836872,15.37073807,-2.854264632,5.584364203,-2.222830218,3.361533985,2448,43.21736792,59.18048418,96.72527581,4.580362102,0.103024386,20.79752903,14.82599248,4.539821046,0.334825745,76.4976012,76.57392941,99.49517191,18.19527016,4.596901852,0.408752013,0.209999997,
2451.2,927,0,0.280334865,0.576657696,-2.180183977,0.856992561,0.264030488,0.553860074,-2.095483963,0.817890562,-2.940718249,0.605913627,0.139024877,-2.334804623,-2.833786426,0.581585586,0.132619601,-2.25220084,-5.218081607,0.83872787,0.290145385,-4.379353737,-6.994310625,1.699782983,0.720664219,-5.294527641,-0.126252417,1212.140428,1212.014175,-0.00011433,-0.29632283,-0.289829586,-3.546631876,-3.415372013,-6.056809476,-8.694093608,9.525268035,6.926705464,7.851545902,16.93126313,7.409314399,6.549424083,6.096999231,12.7912643,0.061251717,0.102384882,0.074181074,0.033469873,-0.685529309,15.9683618,15.28283249,-3.740710997,5.446465546,-2.172837145,3.273628402,2451.2,43.39372112,63.92945744,96.75004296,4.595179967,0.094493008,20.80823879,14.89104223,4.569560387,0.310968706,77.42945507,71.37947395,99.44867124,20.32567891,4.592457952,0.409497033,0.209999998,
2454.4,928,0,0.225775373,0.647143992,-2.269221653,0.872919366,0.212952389,0.627087145,-2.199831981,0.840039533,-3.19271824,0.607343868,0.133207573,-2.585374372,-3.102691567,0.588114623,0.128258772,-2.514576944,-5.570599798,0.794205199,0.286870614,-4.776394598,-7.175600577,1.677522408,0.659248917,-5.498078169,-0.155050925,1209.16382,1209.008769,-0.000152791,-0.421368619,-0.414134756,-3.800062109,-3.69080619,-6.364804997,-8.853122986,9.453520543,6.728381284,7.922321823,16.93111637,7.317512786,6.357271695,6.091022713,12.66428266,0.06138289,0.105328278,0.072805248,0.033127517,-1.057537212,16.27718912,15.21965191,-6.239692946,5.074457643,-1.864009821,3.210447822,2454.4,39.94765418,64.41946586,96.81659099,4.601176298,0.094413094,20.81348826,14.79101065,4.680579568,0.248208805,75.26578121,67.30009887,99.38824883,22.57250358,4.601797569,0.395493519,0.210000005,
2457.6,929,0,0.240334919,0.769628125,-2.284906894,1.009963045,0.231855801,0.752280639,-2.235105592,0.98413644,-3.21682956,0.643545084,0.126874403,-2.573284476,-3.149893929,0.629527692,0.123530825,-2.520366237,-5.532978208,0.754433155,0.307280356,-4.778545054,-6.926536217,1.699191491,0.652828604,-5.227344726,-3.029770865,1209.939415,1206.909644,-0.002537069,-0.529293206,-0.520424838,-3.860374644,-3.779421622,-6.287411363,-8.625727709,9.670476966,6.475221949,8.001944236,16.8862043,7.454822893,6.110644381,6.095815999,12.5096347,0.059781604,0.109163774,0.071390379,0.032899512,-1.100572835,16.34545366,15.24488083,-6.51047659,5.03142202,-1.795745281,3.23567674,2457.6,35.20257117,59.59425583,96.85694629,4.614818046,0.091585442,20.82195865,14.37409739,4.844069844,0.140318722,69.56341209,69.37437216,99.38942804,23.19593381,4.605602495,0.398374636,0.210000005,
2460.8,930,0,0.44996578,0.773274712,-2.170631776,1.223240493,0.436690159,0.756050201,-2.123580933,1.19274036,-2.78238443,0.686482464,0.122136289,-2.095901966,-2.725943503,0.671942697,0.118822881,-2.054000806,-4.780843721,0.759242789,0.328029401,-4.021600932,-6.052501086,1.742697461,0.7029937,-4.309803624,-6.941830158,1214.931916,1207.990086,-0.005764556,-0.323308932,-0.319360042,-3.468866894,-3.397886201,-5.540086509,-7.795198547,9.935283892,6.549992821,8.002655676,16.87733103,7.640234966,6.185995976,6.110379623,12.49365368,0.058034366,0.108217172,0.071549116,0.032904463,-0.730657408,15.94638946,15.21573205,-3.962285841,5.401337447,-2.194809481,3.206527966,2460.8,33.4822711,55.50740475,96.88478091,4.645807027,0.083911933,20.82900084,13.85333986,4.958984949,0.039014523,61.63751559,78.07508276,99.50328503,21.98323286,4.597836933,0.403057372,0.209999991,
2464,931,0,0.757390098,0.715937249,-2.073817118,1.473327348,0.729858533,0.694483322,-2.010687999,1.424341854,-2.20566895,0.661713061,0.135761322,-1.543955889,-2.14493163,0.643055564,0.130419502,-1.501876066,-3.808433256,0.734019845,0.334659381,-3.074413412,-5.139656255,1.772357729,0.739796207,-3.367298526,-8.801352935,1219.179472,1210.378119,-0.007288852,0.041452849,0.035375211,-2.867382011,-2.787987194,-4.542453101,-6.912013985,9.915807864,6.898086873,7.930312361,16.85161145,7.59808471,6.523930397,6.109557697,12.48260183,0.057977052,0.103152636,0.072868173,0.032971651,-0.405189001,15.48019753,15.07500853,-1.708741438,5.726805855,-2.661001417,3.065804438,2464,36.26854766,57.58532463,96.8588126,4.700480847,0.075667316,20.82431482,13.65739647,4.952907352,0.005859264,57.21177182,87.59435871,99.63479328,20.7929202,4.593073223,0.375162928,0.209999989,
2467.2,932,0,0.960585292,0.733415411,-2.099361468,1.694000703,0.921044738,0.706438277,-2.020288675,1.627483015,-1.902044101,0.596661165,0.163565956,-1.305382937,-1.834842505,0.575403432,0.155928219,-1.259439073,-3.238875042,0.688169922,0.315616913,-2.55070512,-4.728551019,1.779337228,0.728147847,-2.949213791,-8.606032294,1219.700744,1211.094711,-0.007122286,0.227169881,0.214606461,-2.498705266,-2.410245937,-3.927044964,-6.507888247,9.616027039,7.090750796,7.869231724,16.7529033,7.315811982,6.687610538,6.066102922,12.26237457,0.05934115,0.099920794,0.073467255,0.032749468,-0.564180991,15.45231628,14.88813529,-2.87217896,5.567813864,-2.688882664,2.8789312,2467.2,40.52271481,64.23617174,96.60612859,4.783988305,0.06872895,20.81131336,13.89957511,4.863207919,0.042059809,62.53356799,90.71187195,99.58412896,21.51195483,4.608331995,0.312550942,0.210000014,
2470.4,933,0,0.982178767,0.791505894,-2.166959206,1.77368466,0.943422025,0.764371936,-2.090745878,1.70779396,-1.929021964,0.602100062,0.17278971,-1.326921902,-1.865577314,0.581769049,0.165076678,-1.283808266,-3.198402849,0.741605225,0.271705576,-2.456797624,-4.790146448,1.81665524,0.706542697,-2.973491208,-7.844924219,1217.138617,1209.293693,-0.006502461,0.190672873,0.179050089,-2.531122026,-2.447346363,-3.940008073,-6.606801688,9.414350433,6.941600929,7.886715105,16.75401182,7.091750016,6.479583681,5.998236393,11.95077955,0.059929357,0.100974016,0.072340901,0.031929522,-1.105438449,15.71719041,14.61175196,-6.904200442,5.026556406,-2.424008534,2.602547872,2470.4,42.53010875,69.84200674,96.04131364,4.884412127,0.061692351,20.80804373,14.24077777,4.783444452,0.096643415,73.02270846,85.66188693,99.2976751,23.74426607,4.644570659,0.24738289,0.210000023,
2473.6,934,0,0.886561581,0.793831687,-2.18488163,1.680393268,0.858576928,0.772602703,-2.126166926,1.631179631,-2.109881475,0.687492569,0.151085447,-1.422388906,-2.057488158,0.670030868,0.145520939,-1.387457291,-3.49718822,0.900314523,0.236131645,-2.596873697,-5.108659257,1.893047275,0.725583173,-3.215611982,-6.421262081,1213.00772,1206.586458,-0.005342684,0.092729894,0.085974225,-2.797374044,-2.727519026,-4.397502742,-7.001706533,9.646618612,6.741088942,7.959097128,17.07517462,7.220919668,6.199627922,5.94830173,11.90060251,0.058230103,0.102427255,0.070438237,0.030643202,-1.516941565,15.65742838,14.14048681,-10.21001275,4.615053291,-2.483770564,2.131282728,2473.6,42.06125121,70.5483231,95.38158827,4.965483854,0.053991702,20.82231852,14.34979506,4.756903123,0.130857203,76.01475682,77.32731828,99.00765494,25.58780236,4.685207825,0.207987936,0.209999977,
2476.8,935,0,0.767129728,0.762610792,-2.188964872,1.52974052,0.747790206,0.746142083,-2.141430002,1.493932289,-2.319640208,0.743723724,0.124229077,-1.575916484,-2.271637597,0.728174675,0.120514857,-1.543462922,-3.931981311,1.013138607,0.232177349,-2.918842704,-5.574673002,1.913288158,0.777916632,-3.661384844,-3.870145607,1208.930878,1205.060732,-0.003245404,0.004518937,0.001648123,-3.063363932,-2.999812272,-4.945119919,-7.487961161,10.17946048,6.789387709,8.005587938,17.56832686,7.634477402,6.189734049,5.926228657,12.15758143,0.055376229,0.100823625,0.06933997,0.029541572,-1.496726323,15.11090678,13.61418046,-10.3907371,4.635268533,-3.030292165,1.604976368,2476.8,41.7386255,66.6664949,94.96630237,4.988614725,0.046799333,20.83538025,14.26066799,4.758936274,0.145265189,68.88353044,71.75499364,98.99136679,26.38941966,4.709636212,0.196084521,0.209999952,
2480,936,0,0.699518333,0.743494606,-2.228201677,1.443012939,0.679662741,0.726519215,-2.175828716,1.406181956,-2.495105365,0.731788523,0.1095673,-1.763316842,-2.439810941,0.715245568,0.105936571,-1.724565373,-4.275748218,0.998870505,0.233252781,-3.276877712,-5.978994819,1.840363416,0.801628451,-4.138631404,-1.406309844,1206.496691,1205.090381,-0.001209531,-0.043976272,-0.046856474,-3.226893887,-3.155056509,-5.274618723,-7.819358235,10.55888598,6.985602249,7.989740182,17.77364035,7.955622557,6.381392661,5.918297954,12.34219632,0.053601312,0.098076825,0.069525674,0.029281188,-1.180342535,14.57618832,13.39584579,-8.150738827,4.951652321,-3.565010621,1.3866417,2480,43.23705385,62.32143511,94.89313625,4.942555432,0.041043046,20.82546931,14.19008199,4.758750984,0.154921849,62.04603272,70.89532177,99.23423767,27.15056255,4.707661312,0.19815741,0.210000035,
2483.2,937,0,0.710669859,0.691078099,-2.25529912,1.401747958,0.685972242,0.672870105,-2.193931606,1.358842347,-2.582512153,0.732460588,0.097077438,-1.850051564,-2.518180947,0.713005891,0.092928149,-1.805175057,-4.379641692,0.939393122,0.220054844,-3.44024857,-6.069599047,1.789707479,0.756640177,-4.279891569,-0.507681987,1206.093501,1205.585819,-0.000463909,0.01959176,0.013102137,-3.314972741,-3.231186838,-5.319034814,-7.859306526,10.56997399,7.056033217,7.954929281,17.47550851,7.945042505,6.473465151,5.92293072,12.20651052,0.053357504,0.09748033,0.070194358,0.029989188,-0.778040181,14.4110998,13.63305962,-5.030013102,5.353954674,-3.730099142,1.623855532,2483.2,45.27788174,61.51904395,94.97646827,4.853059282,0.036801516,20.80090518,14.21981243,4.754431343,0.167164951,62.32849837,72.78739686,99.47414301,28.27077642,4.689815078,0.202793513,0.210000098,
