time,cycle number,marker,delc_var_det1_HbO2,delc_var_det1_HHb,delc_var_det1_ox-redCCO,delc_var_det1_HbT,delc_INvar_det1_HbO2,delc_INvar_det1_HHb,delc_INvar_det1_ox-redCCO,delc_INvar_det1_HbT,delc_var_det2_HbO2,delc_var_det2_HHb,delc_var_det2_ox-redCCO,delc_var_det2_HbT,delc_INvar_det2_HbO2,delc_INvar_det2_HHb,delc_INvar_det2_ox-redCCO,delc_INvar_det2_HbT,delc_INvar_det3_HbO2,delc_INvar_det3_HHb,delc_INvar_det3_ox-redCCO,delc_INvar_det3_HbT,delc_INvar_det4_HbO2,delc_INvar_det4_HHb,delc_INvar_det4_ox-redCCO,delc_INvar_det4_HbT,SRS kHbO2,SRS kHHb,SRS kHbT,SRS TOI,delc_var_det1_Hbdiff,delc_INvar_det1_Hbdiff,delc_var_det2_Hbdiff,delc_INvar_det2_Hbdiff,delc_INvar_det3_Hbdiff,delc_INvar_det4_Hbdiff,DPF 690,DPF 750,DPF 790,DPF 850,Us 690,Us 750,Us 790,Us 850,Ua 690,Ua 750,Ua 790,Ua 850,MDFD_abs_C_HbO2,MDFD_abs_C_HHb,MDFD_abs_C_HbT,MDFD_StO2,MDFD_delta_C_HbO2,MDFD_delta_C_HHb,MDFD_delta_C_HbT,time (s),TCD mean velocity,TCD mean BP,TCD mean SpO2,TCD mean maxCO2,TCD mean minCO2,TF mean maxO2,TF mean minO2,TF mean maxCO2,TF mean minCO2,HR (bpm),HR ,SpO2 ,RR ,etCO? ,imCO? ,FIO2 ,end of challenge
2582.4,968,2,-0.083210071,0.840883712,-2.37063341,0.757673641,-0.095041262,0.820107265,-2.304251677,0.725066003,-3.736585991,1.058335331,0.025492868,-2.67825066,-3.647680262,1.030790866,0.021769855,-2.616889395,-6.488039732,1.339014185,0.163474753,-5.149025547,-8.970907496,2.366215599,0.706222645,-6.604691897,10.09672705,1200.590427,1210.687154,0.008255435,-0.924093783,-0.915148527,-4.794921322,-4.678471128,-7.827053916,-11.33712309,10.24313711,6.715224395,7.964180431,17.31819813,7.754608212,6.306859909,6.10941196,12.49399369,0.055445848,0.105143658,0.072230578,0.031287647,0.099489453,15.06575716,15.16524662,3.168634376,6.231484308,-3.075441778,3.156042531,2582.4,44.92653525,70.99912802,96.84028075,5.22558311,0.663666346,18.52633754,14.21078996,8.96915041,5.672029261,84.18712733,80.93248092,99.51304334,31.80988671,4.826653202,0.550867784,0.2079211,
2585.6,969,2,-0.072496583,0.798868322,-2.239153092,0.726371739,-0.084688437,0.783308997,-2.186675059,0.69862056,-3.59368837,1.030257835,0.068498553,-2.563430535,-3.524414657,1.007223907,0.064603327,-2.51719075,-6.304813553,1.348273924,0.231067242,-4.95653963,-8.595464384,2.496294748,0.687769414,-6.099169637,7.143809511,1205.665621,1212.809431,0.005817278,-0.871364905,-0.867997434,-4.623946206,-4.531638565,-7.653087477,-11.09175913,10.02627775,6.586484928,8.003603969,17.13074113,7.662007691,6.248834357,6.215098677,12.6236294,0.05726101,0.10809738,0.072767104,0.032302264,0.168017324,15.54139299,15.70941031,3.940677249,6.30001218,-2.599805956,3.700206224,2585.6,44.08496247,72.92852145,96.8646449,5.508194757,1.840639642,18.12449242,14.00616047,10.20038886,5.925572104,75.93199113,78.91052396,99.48750735,29.60469753,4.825590848,0.641989668,0.209600451,
2588.8,970,2,-0.035290713,0.740045329,-2.202328814,0.704754616,-0.044506891,0.730300575,-2.16592923,0.685793684,-3.53571894,0.996004682,0.095183345,-2.539714258,-3.486378746,0.979744647,0.091399495,-2.506634099,-6.201081095,1.343650348,0.254363022,-4.857430747,-8.452854609,2.484233617,0.701090562,-5.968620993,6.911391538,1204.820917,1211.732308,0.005624107,-0.775336042,-0.774807467,-4.531723622,-4.466123393,-7.544731443,-10.93708823,9.711288866,6.63131574,8.059130269,17.03738399,7.464891928,6.334702626,6.286760502,12.72035421,0.059413106,0.107981006,0.07260982,0.032856728,-0.047602249,15.86483674,15.81723449,2.51882961,6.084392607,-2.276362202,3.808030405,2588.8,42.91119463,70.63971005,96.83702325,6.723547838,3.353862797,18.15807431,13.69051243,9.726000863,6.16244823,69.90489372,78.92214908,99.4146117,27.60044787,4.895376575,0.709805348,0.21388104,
2592,971,2,-0.005824384,0.726970203,-2.293698835,0.721145819,-0.011901507,0.718985062,-2.263552043,0.707083555,-3.620168255,1.024274664,0.066296588,-2.595893592,-3.577767981,1.011261051,0.063504077,-2.56650693,-6.310655835,1.382622254,0.214039776,-4.928033581,-8.768520837,2.373472432,0.76460303,-6.395048406,10.62697392,1197.51986,1208.146834,0.008699355,-0.732794588,-0.730886569,-4.644442919,-4.589029032,-7.693278089,-11.14199327,9.612692293,6.783830087,8.091765554,17.08147913,7.382408822,6.471551593,6.320105541,12.85538422,0.059894452,0.105440991,0.072394895,0.033037786,-0.063925624,15.71872515,15.65479953,2.378081906,6.068069232,-2.422473788,3.645595443,2592,43.28927813,66.46093991,96.78431132,9.08682839,4.598976436,18.25423829,13.33874131,8.476456231,6.46310722,75.8330484,80.78331423,99.2719188,26.6191363,4.99744641,0.72672964,0.211444012,
2595.2,972,2,0.033279784,0.790950735,-2.456308306,0.82423052,0.025103186,0.778056627,-2.41308482,0.803159813,-3.723373932,1.107860413,-0.007428537,-2.615513519,-3.66667672,1.089786558,-0.008866038,-2.576890162,-6.499082317,1.418622506,0.167750365,-5.080459811,-9.151699577,2.250357401,0.839626849,-6.901342176,15.10153886,1188.383492,1203.485031,0.012413724,-0.757670951,-0.752953441,-4.831234345,-4.756463277,-7.917704824,-11.40205698,9.806078088,6.922547333,8.06135039,17.05691745,7.506456862,6.550359396,6.295709249,12.95208711,0.058570128,0.102523232,0.072650729,0.03343821,0.393245762,15.19719411,15.59043988,5.456132565,6.525240618,-2.944004828,3.58123579,2595.2,44.5602163,64.63548411,96.7505312,11.40474887,5.211148633,18.24858471,13.02279236,7.677983713,6.600363567,85.60429942,83.98457317,99.08929688,26.69412452,4.932798526,0.700778115,0.202715838,
2598.4,973,2,0.094325732,0.864118932,-2.586092811,0.958444664,0.078253174,0.841802722,-2.513588923,0.920055896,-3.724429378,1.154601702,-0.066575801,-2.569827676,-3.635758997,1.124947582,-0.067860401,-2.510811415,-6.554625007,1.376487957,0.166098235,-5.17813705,-9.118352886,2.210316789,0.830215668,-6.908036097,16.36640175,1183.189323,1199.555725,0.013476346,-0.769793199,-0.763549548,-4.87903108,-4.760706578,-7.931112964,-11.32866968,10.03590018,6.939863016,7.966394765,16.87894982,7.658219695,6.504657139,6.221204572,12.89347038,0.057056344,0.101396943,0.073523337,0.034006942,1.018323305,14.77052101,15.78884431,9.704061131,7.15031816,-3.370677937,3.779640224,2598.4,45.1343298,66.63064965,96.73487448,12.05838014,5.361838396,18.21985093,12.79859511,7.529665016,6.553175947,81.17004319,86.25313026,98.94110417,27.07670087,4.727216492,0.669175478,0.205968046,
2601.6,974,2,0.112416604,0.846407232,-2.615287638,0.958823837,0.090186276,0.818064103,-2.520590822,0.908250379,-3.692164047,1.09593173,-0.069188969,-2.596232318,-3.578100595,1.05849935,-0.071713374,-2.519601245,-6.549754582,1.281482971,0.19658527,-5.26827161,-8.851035499,2.243917055,0.732889075,-6.607118444,14.88978989,1182.91797,1197.80776,0.01225852,-0.733990628,-0.727877826,-4.788095777,-4.636599945,-7.831237553,-11.09495255,9.995559253,6.796371171,7.884390727,16.72729472,7.586152285,6.356120979,6.172781325,12.74979759,0.05693334,0.10344652,0.074478909,0.034194678,1.252477374,14.88512614,16.13760352,11.36717791,7.38447223,-3.256072802,4.128399428,2601.6,45.20092596,70.65675414,96.70372694,10.81657367,5.461787455,18.21511156,12.69852588,7.526356203,6.497412805,58.863034,84.853502,98.85166603,26.86614925,4.804786181,0.687785717,0.224966711,
2604.8,975,2,0.047879969,0.750967309,-2.553952782,0.798847278,0.028209741,0.72593708,-2.465777696,0.754146821,-3.724061413,0.996661313,-0.037408031,-2.7274001,-3.615297391,0.963212961,-0.040810792,-2.65208443,-6.626046315,1.252999322,0.212134201,-5.373046993,-8.815804959,2.250215367,0.674643969,-6.565589592,13.73897851,1184.74029,1198.479269,0.011296365,-0.70308734,-0.697727339,-4.720722726,-4.578510352,-7.879045637,-11.06602033,9.758303157,6.619747474,7.899885752,16.75478264,7.355848544,6.264028101,6.214749305,12.71817032,0.057879211,0.10721687,0.074694183,0.033964505,1.022679372,15.37644863,16.399128,9.931183335,7.154674228,-2.764750313,4.389923915,2604.8,45.98288352,73.46187957,96.66874166,8.998895753,5.705181137,18.20869331,12.69726653,7.406693054,6.503407486,38.88029074,80.18510855,98.75761863,25.64535514,5.24950618,0.752992808,0.221048995,
2608,976,2,-0.007285473,0.714566228,-2.460200153,0.707280754,-0.019529033,0.697239308,-2.397273799,0.677710274,-3.731606007,0.99092545,-0.017149248,-2.740680556,-3.65010376,0.967259215,-0.020091967,-2.682844545,-6.598546671,1.376061914,0.180103275,-5.222484757,-8.888098878,2.223462289,0.721248059,-6.664636589,12.91708463,1188.022277,1200.939362,0.010606448,-0.721851701,-0.716768341,-4.722531457,-4.617362975,-7.974608584,-11.11156117,9.754127951,6.639651702,7.98607616,16.90328421,7.335336171,6.3899621,6.300078739,12.84542301,0.057856537,0.108460237,0.074100487,0.033709308,0.853729703,15.49757796,16.35130766,8.862600849,6.985724559,-2.643620984,4.342103575,2608,47.46424865,73.11443451,96.67327239,7.892885025,5.996031997,18.24090638,12.71691214,7.289886159,6.499076079,42.24362036,75.78535151,98.60709244,23.64686957,5.160783487,0.736953689,0.155480335,
2611.2,977,2,0.033065524,0.815923587,-2.392835138,0.848989111,0.022844259,0.800007263,-2.342750444,0.822851522,-3.614870151,1.1008264,-0.017212887,-2.514043751,-3.549636473,1.079641265,-0.019617058,-2.469995208,-6.29455273,1.590427662,0.113873021,-4.704125069,-8.684004101,2.294822732,0.772765508,-6.389181368,10.68150055,1193.644451,1204.325951,0.008752445,-0.782858063,-0.777163004,-4.715696551,-4.629277737,-7.884980392,-10.97882683,10.14472734,6.903010664,8.030127071,17.03511999,7.648961337,6.669116556,6.321498033,12.98105373,0.055931544,0.105020361,0.073526115,0.033560729,1.114861349,14.88021253,15.99507388,10.62095017,7.246856205,-3.260986414,3.98586979,2611.2,48.69346654,70.55011406,96.68808713,7.651051635,6.192465865,18.36727716,12.69886543,7.259544444,6.443924416,62.30566674,73.95135597,98.4531675,21.50588625,3.630423648,0.517437154,0.054696169,
2614.4,978,3,0.09569901,0.951223956,-2.380065791,1.046922966,0.079430363,0.928274181,-2.318411112,1.007704544,-3.492798753,1.198114901,-0.016873337,-2.294683852,-3.417844115,1.169133501,-0.019932477,-2.248710614,-6.047556291,1.719603562,0.081123705,-4.327952729,-8.459274736,2.505726582,0.742065235,-5.953548154,9.168984921,1198.449629,1207.618614,0.007487477,-0.855524945,-0.848843818,-4.690913655,-4.586977616,-7.767159853,-10.96500132,10.52643867,7.161657975,7.983258453,17.07796399,7.942025762,6.859568888,6.252598356,13.00647083,0.05385914,0.100533545,0.073574506,0.033457001,1.530911034,14.13660836,15.66751939,13.41915344,7.66290589,-4.004590584,3.658315306,2614.4,49.52237506,67.90541683,96.64740082,7.729572133,6.269013004,18.50025395,12.65620981,7.270240723,6.39067739,73.52319446,73.56643672,98.3941354,19.8499931,1.270907572,0.181408326,-0.011179281,
2617.6,979,3,0.091505723,0.968914574,-2.39388131,1.060420296,0.069901911,0.940210351,-2.317157298,1.010112261,-3.486195881,1.184096064,-0.010838719,-2.302099817,-3.395222706,1.148079676,-0.014898956,-2.24714303,-6.210522387,1.662992088,0.141121172,-4.547530299,-8.693190313,2.69316499,0.703688794,-6.000025323,12.05354066,1198.127771,1210.181312,0.009840462,-0.877408851,-0.87030844,-4.670291946,-4.543302381,-7.873514475,-11.3863553,10.55671482,7.179301909,7.923902314,17.07295503,7.928218266,6.852600507,6.186285088,12.9723314,0.053364672,0.100000785,0.073895655,0.033369801,1.669981062,13.99914585,15.66912691,14.41623791,7.801975918,-4.142053095,3.659922823,2617.6,50.51482116,66.64204257,96.60774955,7.756206906,6.277163013,18.48446047,12.651549,7.330735174,6.395990737,67.99358276,73.00771093,98.44886101,18.85808423,-0.267994082,-0.038543614,-0.015253893,
2620.8,980,3,0.102968278,0.87579935,-2.364952063,0.978767628,0.085227226,0.851727021,-2.29467595,0.936954247,-3.444605381,1.129935872,-0.012245896,-2.314669509,-3.358227135,1.098553654,-0.016019956,-2.259673481,-6.41908523,1.543161733,0.247793046,-4.875923497,-9.031563596,2.715392216,0.752675205,-6.316171381,16.92885226,1195.459135,1212.387987,0.013841566,-0.772831072,-0.766499795,-4.574541252,-4.456780789,-7.962246963,-11.74695581,10.48228199,7.063041646,7.951285684,17.16576932,7.817959634,6.802460708,6.221394657,12.997165,0.05343524,0.10249322,0.073810847,0.033076134,1.541808886,14.23734019,15.77914907,13.63807139,7.673803742,-3.903858756,3.769944986,2620.8,51.81737459,67.49118617,96.69364987,7.726298664,6.269778317,18.32313816,12.73816754,7.473941053,6.431644089,64.81687574,72.69511947,98.53255171,18.13389935,-0.347161987,-0.049328693,0.004142359,
2624,981,3,0.234793592,0.805007931,-2.268433009,1.039801523,0.227291974,0.792986196,-2.224985984,1.02027817,-3.213408907,1.161731695,-0.02124721,-2.051677211,-3.154696704,1.144313863,-0.023456428,-2.010382841,-6.101353136,1.557341339,0.280530322,-4.544011798,-8.725202132,2.642043221,0.833337245,-6.083158911,17.14030092,1197.330072,1214.470372,0.014019067,-0.570214339,-0.565694222,-4.375140602,-4.299010567,-7.658694475,-11.36724535,10.64979119,7.105978032,8.060836577,17.44583312,7.896853783,6.891484756,6.341720092,13.12036311,0.052357221,0.102490042,0.073203646,0.032349917,1.42532071,14.10366639,15.5289871,12.87854337,7.557315565,-4.037532554,3.519783011,2624,53.13090421,69.73809596,96.85706244,7.723887032,6.277178955,18.18132569,12.91026376,7.598233114,6.39345963,77.65204864,73.33213996,98.53366147,17.23026043,0.11247279,0.017923749,0.007802267,
2627.2,982,3,0.384375476,0.804455277,-2.172384221,1.188830753,0.384371887,0.801588712,-2.154876773,1.1859606,-2.991228017,1.26297417,-0.020632383,-1.728253847,-2.963265675,1.257763232,-0.021313861,-1.705502443,-5.50800476,1.703819238,0.204968734,-3.804185522,-7.94316522,2.606382217,0.829261327,-5.336783003,11.85460042,1203.310884,1215.165485,0.009681995,-0.420079801,-0.417216825,-4.254202186,-4.221028907,-7.211823998,-10.54954744,10.92218462,7.341561147,8.165890194,17.75724985,8.052436701,7.069974906,6.443356792,13.27599564,0.050647866,0.098490377,0.072463634,0.031586956,1.433810087,13.52765079,14.96146088,12.93757224,7.565804943,-4.613548149,2.952256794,2627.2,54.04722539,70.74812169,96.90139511,7.759203688,6.285682107,18.16211042,13.09522628,7.550574911,6.209005158,91.17610255,73.73949141,98.40657857,16.27093241,0.168433243,0.024006379,-0.001518835,
2630.4,983,3,0.384182232,0.787408171,-2.147451765,1.171590404,0.386045192,0.786297418,-2.141664084,1.17234261,-3.043800349,1.298203335,-0.001361151,-1.745597014,-3.033156253,1.297795617,-0.001138385,-1.735360636,-5.37763894,1.805192435,0.125198822,-3.572446504,-7.559341927,2.623730039,0.741896116,-4.935611888,7.526757652,1205.859813,1213.386571,0.006131032,-0.403225939,-0.400252226,-4.342003684,-4.33095187,-7.182831375,-10.18307197,11.02238227,7.496547265,8.214710357,17.84041845,8.066163141,7.136808992,6.46605523,13.3664605,0.049716725,0.095182272,0.071861015,0.031485721,1.526065363,13.09420311,14.62026848,13.67022927,7.658060218,-5.046995828,2.61106439,2630.4,53.99447338,69.00355771,96.78193912,7.801196411,6.221582649,18.20326438,13.20760066,7.348094705,5.936953571,83.41779442,72.49550629,98.22722207,15.7845347,-0.068209174,-0.013952724,-0.004847203,
2633.6,984,3,0.282129344,0.713790676,-2.170905829,0.99592002,0.283919208,0.71083555,-2.166023219,0.994754758,-3.239920688,1.20993878,0.029030982,-2.029981908,-3.232547879,1.209850884,0.029705994,-2.022696995,-5.750246658,1.783873401,0.136514734,-3.966373257,-7.77702283,2.650400652,0.676982364,-5.126622177,8.27863581,1202.448751,1210.727386,0.006750462,-0.431661332,-0.426916341,-4.449859468,-4.442398763,-7.53412006,-10.42742348,11.05362199,7.412514248,8.222911546,17.70400577,8.038422109,7.024606039,6.43225248,13.32742045,0.04933383,0.09587299,0.071362134,0.031871808,1.645081589,13.05397086,14.69905245,14.65253799,7.777076444,-5.087228085,2.689848359,2633.6,52.78329005,66.72487408,96.67284997,7.814146522,6.006402895,18.2081981,13.22172431,7.165726021,5.716253125,59.82604591,70.5788284,98.14236677,16.03151008,-0.093348341,-0.014117184,0.000347581,
2636.8,985,3,0.256582769,0.683543079,-2.182442071,0.940125848,0.257266674,0.678686086,-2.173057759,0.93595276,-3.258047428,1.081862094,0.060792246,-2.176185334,-3.245212946,1.080224196,0.061100915,-2.16498875,-5.979223026,1.732269362,0.20819291,-4.246953664,-7.979516189,2.666759443,0.697851543,-5.312756745,10.90043721,1199.176478,1210.076915,0.008901692,-0.426960309,-0.421419412,-4.339909522,-4.325437142,-7.711492389,-10.64627563,11.2351127,7.247634075,8.206873512,17.64460245,8.167291559,6.863221686,6.364111362,13.14590838,0.048579819,0.098048365,0.070880752,0.031669667,1.631379564,13.11793613,14.7493157,14.53314819,7.763374419,-5.023262809,2.74011161,2636.8,51.24943229,66.58237363,96.6998483,7.772671285,5.65302012,18.18041921,13.19463418,7.108399734,5.600395888,46.93124467,70.35781197,98.2126457,16.78514019,0.073931545,0.01873999,0.00388259,
2640,986,3,0.334294847,0.77660353,-2.174625109,1.110898376,0.331118976,0.769871821,-2.157309239,1.100990797,-3.072899914,1.00633578,0.086357935,-2.066564135,-3.05079148,1.001030948,0.085365563,-2.049760532,-5.770283631,1.706347292,0.260695676,-4.063936339,-7.796033331,2.644072239,0.76266162,-5.151961092,10.7249606,1201.307904,1212.032864,0.008753142,-0.442308683,-0.438752845,-4.079235694,-4.051822428,-7.476630923,-10.44010557,11.4377062,7.1867928,8.1692419,17.81779004,8.351279049,6.778830717,6.261286737,12.89490289,0.047883241,0.098487259,0.07035518,0.030496928,1.3146947,13.12247934,14.43717404,12.05166533,7.446689556,-5.018719605,2.427969951,2640,50.47675718,67.6356191,96.79404259,7.696778995,5.280399312,18.18699063,13.22353571,7.107044623,5.487097232,56.22311034,72.39331465,98.34085889,17.6303989,0.065100257,0.012351662,0.000418,
2643.2,987,3,0.396570855,0.902428103,-2.161169979,1.298998957,0.390496522,0.895049013,-2.139860852,1.285545535,-2.896762899,0.985478659,0.098216559,-1.911284241,-2.870619205,0.977388172,0.096589083,-1.893231033,-5.434903453,1.634227861,0.283250507,-3.800675591,-7.464502235,2.566634204,0.796819892,-4.897868031,7.714784717,1206.862255,1214.577039,0.006278751,-0.505857248,-0.504552491,-3.882241558,-3.848007377,-7.069131314,-10.03113644,11.38730371,7.21330124,8.147486297,18.02703856,8.33675402,6.783556366,6.168615152,12.74201963,0.048206828,0.09782897,0.06968198,0.02942429,0.835381305,13.21012431,14.04550561,8.454684729,6.967376161,-4.931074638,2.036301523,2643.2,50.64975796,68.04434691,96.84545411,7.646181769,5.020562888,18.23411124,13.36032926,7.048761412,5.224393582,72.52288439,74.9057476,98.41419553,18.22285272,-0.120072056,-0.032325401,-0.004441536,
2646.4,988,3,0.393793284,0.905500449,-2.124772025,1.299293733,0.392044958,0.900890212,-2.111951947,1.29293517,-2.827756471,0.976271304,0.100654964,-1.851485167,-2.810658093,0.971327158,0.100663685,-1.839330935,-5.255922752,1.475170423,0.313291071,-3.780752329,-7.283547898,2.489160335,0.790525804,-4.794387563,5.259134997,1210.641692,1215.900827,0.004262267,-0.511707165,-0.508845254,-3.804027776,-3.781985251,-6.731093175,-9.772708233,11.12378572,7.260916153,8.18855411,18.06967652,8.119029552,6.852578555,6.15347884,12.79245729,0.049226191,0.097528963,0.068835042,0.029404025,0.529997752,13.37183008,13.90182783,6.258714532,6.661992608,-4.769368866,1.892623742,2646.4,51.37767597,69.30229298,96.84734499,7.648174257,4.924142582,18.24295984,13.5457112,6.925188638,4.735670792,78.35911442,76.17997338,98.45853858,18.4001402,-0.078120473,-0.019699252,-0.001511105,
2649.6,989,4,0.37929779,0.769174057,-2.062546944,1.148471847,0.386467855,0.768845371,-2.064828363,1.155313226,-2.830027372,0.963981052,0.109467586,-1.86604632,-2.828428876,0.966350987,0.11212877,-1.862077889,-5.225446149,1.334807178,0.350088867,-3.890638971,-7.31453474,2.462918032,0.799053254,-4.851616709,5.663874015,1210.267352,1215.931226,0.004592213,-0.389876267,-0.382377517,-3.794008423,-3.794779863,-6.560253327,-9.777452772,10.93141589,7.354963984,8.26511977,18.04346681,7.939570126,6.961029596,6.195213654,12.9207626,0.049847876,0.096587637,0.068024276,0.029810396,0.443125438,13.37560672,13.81873216,5.517426749,6.575120294,-4.765592219,1.809528075,2649.6,52.51463148,73.15563143,96.84483724,7.660921145,4.927972222,18.18670122,13.66553029,6.81643511,4.039349111,73.43660096,76.07866089,98.5704118,18.28271145,0.221043326,0.059588837,0.00680974,
2652.8,990,4,0.377630148,0.626568469,-2.020578088,1.004198617,0.387403112,0.627011695,-2.027184567,1.014414807,-2.890751272,0.972678418,0.12127569,-1.918072854,-2.894077969,0.977875391,0.124527762,-1.916202577,-5.296563745,1.350284575,0.351244627,-3.946279169,-7.490740922,2.46047999,0.844082607,-5.030260932,7.921664687,1207.504905,1215.42657,0.00643956,-0.248938321,-0.239608583,-3.86342969,-3.87195336,-6.64684832,-9.951220911,10.9486765,7.508992863,8.288530882,18.1250063,7.954315526,7.061438502,6.197102344,12.91698161,0.049763459,0.093993611,0.067645379,0.029538792,0.359171752,13.1621851,13.52135685,4.524610806,6.491166608,-4.979013845,1.512152762,2652.8,53.73796787,76.6211891,96.84780753,7.63001141,4.860409312,18.20322532,13.70347514,6.773399418,3.233360349,67.42623385,75.39615145,98.7499894,18.24493369,0.152671797,0.043051789,0.003902795,
2656,991,4,0.360484263,0.588555503,-2.02883532,0.949039767,0.361688647,0.584717579,-2.021807527,0.946406226,-2.986988794,1.027862262,0.107417483,-1.959126532,-2.97744638,1.026774077,0.108269767,-1.950672303,-5.432467472,1.513668034,0.299876357,-3.918799438,-7.648875043,2.459254933,0.864627737,-5.189620111,9.11076167,1205.884463,1214.995225,0.00741133,-0.22807124,-0.223028932,-4.014851056,-4.004220456,-6.946135506,-10.10812998,11.09365868,7.664684126,8.221260063,18.26844032,8.091940694,7.137657669,6.128352334,12.7829803,0.049312411,0.091088021,0.067999045,0.02873932,0.29888978,12.88828933,13.18717911,3.784600628,6.430884636,-5.252909609,1.177975027,2656,53.95335112,75.33824193,96.84476271,7.551428721,4.509771481,18.45867612,13.77460092,6.769213411,2.50412787,66.31894032,75.00833893,98.89969964,18.60724726,-0.454017982,-0.121267919,-0.013058354,
2659.2,992,4,0.342507062,0.641745657,-2.053458317,0.984252719,0.33256926,0.632551634,-2.027500615,0.965120894,-3.014376905,1.10538655,0.065596181,-1.908990354,-2.985466837,1.094533177,0.06356092,-1.89093366,-5.47043147,1.670090383,0.236286655,-3.800341087,-7.572056116,2.507722409,0.808527696,-5.064333707,7.704164389,1207.335274,1215.039438,0.006259707,-0.299238596,-0.299982375,-4.119763455,-4.080000013,-7.140521853,-10.07977853,11.25905621,7.788546361,8.128231603,18.32903224,8.208803894,7.23273063,6.06717659,12.70743418,0.048609181,0.089362845,0.06888741,0.028350713,0.487460515,12.62920296,13.11666348,5.306427707,6.61945537,-5.511995982,1.107459388,2659.2,52.43635616,70.37338147,96.84294345,7.459723677,3.788869476,18.89372674,13.95938541,6.766364211,2.065543062,69.85121644,75.46736911,98.96820597,19.25948257,-0.377870058,-0.107468334,-0.010271523,
2662.4,993,4,0.393148798,0.718713448,-2.051335484,1.111862247,0.380675239,0.707670031,-2.018035334,1.08834527,-2.893463903,1.130840884,0.047220088,-1.762623019,-2.854983656,1.115671742,0.04455414,-1.739311914,-5.245492296,1.69738196,0.215491415,-3.548110336,-7.202659401,2.634840668,0.723039369,-4.567818732,5.089502878,1210.613375,1215.702878,0.004121437,-0.32556465,-0.326994792,-4.024304786,-3.970655398,-6.942874256,-9.837500069,11.38499707,7.883442383,8.095229395,18.31245068,8.252154068,7.343770693,6.078358582,12.78050567,0.047816485,0.088610444,0.06958287,0.028581982,0.844113666,12.39041749,13.23453115,8.314849249,6.976108521,-5.750781458,1.225327064,2662.4,50.32616728,66.89098527,96.85150911,7.382762565,2.856885379,19.24079111,14.18051331,6.781017648,1.992624802,74.8719,76.37339156,99.0101749,19.75627364,1.664849468,0.440959873,0.046770731,
2665.6,994,4,0.529443237,0.784424482,-2.025360546,1.313867719,0.522706617,0.775289369,-1.998106397,1.297995987,-2.683123437,1.073242518,0.090070838,-1.609880919,-2.648692354,1.061210587,0.088725179,-1.587481767,-4.823932478,1.636937296,0.24472962,-3.186995182,-6.719727664,2.775742565,0.690136271,-3.943985099,3.31001194,1213.331239,1216.641251,0.002667848,-0.254981245,-0.252582752,-3.756365955,-3.70990294,-6.460869774,-9.495470229,11.43194101,7.899228678,8.128737453,18.30885845,8.26381164,7.370980643,6.125596442,12.9015159,0.047472025,0.088588757,0.069542642,0.02889445,1.016743724,12.29647148,13.3132152,9.82047745,7.14873858,-5.844727468,1.304011112,2665.6,49.56812432,67.14514453,96.85717263,7.332388764,2.021902711,19.33461804,14.30741487,6.845089516,2.136923234,77.70362535,76.47818261,99.09349392,19.95564622,4.896672539,1.311750845,0.136442237,
2668.8,995,4,0.673085387,0.818644741,-1.996168563,1.491730128,0.672367969,0.812159937,-1.978043057,1.484527905,-2.501053724,1.007822741,0.150996105,-1.493230983,-2.475625249,1.001702487,0.150809689,-1.473922761,-4.437242906,1.600881665,0.279904744,-2.836361241,-6.326230801,2.83485588,0.713252236,-3.491374921,2.485179581,1214.850018,1217.335198,0.001995745,-0.145559354,-0.139791968,-3.508876464,-3.477327736,-6.038124572,-9.161086681,11.40392451,7.783189021,8.175599979,18.29336976,8.283189251,7.252438421,6.147259673,12.9362954,0.047786839,0.089780585,0.0689725,0.029026738,0.913807726,12.44265311,13.35646084,9.113414544,7.045802582,-5.698545831,1.347256751,2668.8,50.43704754,68.95064889,96.84586338,7.320612185,1.513781168,19.27700187,14.31625987,6.934100816,2.27013219,76.63799051,75.30225366,99.20796204,20.27329121,7.070114258,1.874144807,0.197279816,
2672,996,4,0.751910508,0.788100056,-1.95976724,1.540010564,0.757218206,0.783829378,-1.950216741,1.541047583,-2.377169774,1.009232831,0.162723053,-1.367936943,-2.359477734,1.009052712,0.16346572,-1.350425022,-4.207835407,1.608818815,0.285868882,-2.599016592,-6.058287005,2.77429032,0.740404609,-3.283996685,1.67512465,1216.001781,1217.676906,0.001335388,-0.036189547,-0.026611172,-3.386402605,-3.368530445,-5.816654222,-8.832577325,11.33724447,7.619404208,8.222078039,18.18633298,8.284741746,7.078448573,6.151556967,12.84637516,0.048344655,0.091451087,0.068236966,0.029130829,0.725888306,12.67658281,13.40247112,7.708945615,6.857883161,-5.46461613,1.393267031,2672,51.60853173,70.26629524,96.82476678,7.355792514,1.376553869,19.24498961,14.29102578,6.984179211,2.293612497,74.38825786,74.0882711,99.29581567,20.99876988,7.257510421,1.888628506,0.203482981,
