time,cycle number,marker,delc_var_det1_HbO2,delc_var_det1_HHb,delc_var_det1_ox-redCCO,delc_var_det1_HbT,delc_INvar_det1_HbO2,delc_INvar_det1_HHb,delc_INvar_det1_ox-redCCO,delc_INvar_det1_HbT,delc_var_det2_HbO2,delc_var_det2_HHb,delc_var_det2_ox-redCCO,delc_var_det2_HbT,delc_INvar_det2_HbO2,delc_INvar_det2_HHb,delc_INvar_det2_ox-redCCO,delc_INvar_det2_HbT,delc_INvar_det3_HbO2,delc_INvar_det3_HHb,delc_INvar_det3_ox-redCCO,delc_INvar_det3_HbT,delc_INvar_det4_HbO2,delc_INvar_det4_HHb,delc_INvar_det4_ox-redCCO,delc_INvar_det4_HbT,SRS kHbO2,SRS kHHb,SRS kHbT,SRS TOI,delc_var_det1_Hbdiff,delc_INvar_det1_Hbdiff,delc_var_det2_Hbdiff,delc_INvar_det2_Hbdiff,delc_INvar_det3_Hbdiff,delc_INvar_det4_Hbdiff,DPF 690,DPF 750,DPF 790,DPF 850,Us 690,Us 750,Us 790,Us 850,Ua 690,Ua 750,Ua 790,Ua 850,MDFD_abs_C_HbO2,MDFD_abs_C_HHb,MDFD_abs_C_HbT,MDFD_StO2,MDFD_delta_C_HbO2,MDFD_delta_C_HHb,MDFD_delta_C_HbT,time (s),TCD mean velocity,TCD mean BP,TCD mean SpO2,TCD mean maxCO2,TCD mean minCO2,TF mean maxO2,TF mean minO2,TF mean maxCO2,TF mean minCO2,HR (bpm),HR ,SpO2 ,CO2 - ET ,TV - TV - 61664 ,TV - TV - 61665 ,MINVOL - MINVOL - 20812 ,MINVOL - MINVOL - 20816 ,O2 - INSP ,O2 - ET ,end challenge
208,68,0,0.569273042,-0.66544918,0.039712417,-0.096176138,0.557010735,-0.653258604,0.031580658,-0.096247868,0.542716548,-0.523511674,0.00848986,0.019204874,0.52649109,-0.519563706,0.004859122,0.006927385,0.509392596,-0.529214493,0.066285747,-0.019821897,0.336437407,-0.255648556,-0.002649121,0.080788851,130.2690097,132.2024605,262.4714702,0.495648618,1.234722222,1.210269339,1.066228222,1.046054796,1.038607089,0.592085963,7.751518305,6.375029746,7.377837105,6.583286385,12.05677816,10.45449067,9.538054546,8.908378492,0.150158795,0.193288978,0.131638672,0.154125935,28.626667,30.04018169,58.66684869,48.6092305,7.122988278,-4.830097493,2.292890785,211.2,73.20856222,83.90247621,99.83115283,5.763934884,0.113971337,19.80585595,14.37699528,5.413255621,0.43189548,78.77669206,80.16162128,100.0209158,5.317809874,802.9213891,718.2824408,7.360324244,7.659154349,19.77427013,14.02244167,
211.2,69,0,0.574662359,-0.629370251,-0.012192929,-0.054707892,0.56940483,-0.627126292,-0.017661331,-0.057721462,0.53840772,-0.575919353,-0.006709366,-0.037511633,0.530185664,-0.580215912,-0.008843187,-0.050030248,0.535609305,-0.463038063,0.023257384,0.072571243,0.377988492,-0.217855742,-0.025795885,0.16013275,130.038532,130.9198703,260.9584023,0.497531565,1.20403261,1.196531123,1.114327073,1.110401575,0.998647368,0.595844233,7.850270965,6.246829948,7.439760687,6.814279966,12.08331593,10.23812556,9.599029809,9.191641866,0.147171758,0.196818342,0.130280709,0.148704195,27.17746831,30.2597307,57.437199,47.12332907,5.67378958,-4.61054848,1.0632411,214.4,72.20418135,85.84076352,99.72202939,5.80494328,0.13748491,19.91098697,14.27798511,5.492379912,0.395991808,78.02760823,79.27508908,99.94580504,5.36184814,668.6608112,597.9819009,7.40635973,7.789747264,20.12457537,14.03239556,
214.4,70,0,0.543295088,-0.585584038,-0.046794986,-0.04228895,0.54846494,-0.597344063,-0.047877701,-0.048879123,0.496080867,-0.541932967,-0.029190485,-0.0458521,0.500502102,-0.553979047,-0.030019223,-0.053476945,0.527649204,-0.391044676,0.000138219,0.136604529,0.413081562,-0.294852279,-0.004448845,0.118229283,129.3357822,130.4714311,259.8072134,0.497026218,1.128879125,1.145809003,1.038013834,1.054481148,0.91869388,0.707933841,8.167261028,6.083996539,7.484497182,7.069490477,12.55827447,9.967040322,9.644250007,9.509461348,0.141501746,0.202018309,0.129206664,0.142809057,26.08656203,30.1766366,56.26319863,46.26513968,4.582883303,-4.69364258,-0.110759277,217.6,72.33739514,84.37766676,99.7082712,5.758056352,0.149958048,19.91642522,14.21191615,5.565356127,0.342214383,75.83801074,78.0845585,99.78089915,5.389199743,521.5864361,503.5378123,7.483590112,7.945810443,20.06165129,13.9874641,
217.6,71,0,0.570304973,-0.692375953,-0.030762163,-0.12207098,0.577778274,-0.708486978,-0.030591187,-0.130708704,0.503592326,-0.582537401,-0.012965208,-0.078945075,0.510327404,-0.594326692,-0.014097516,-0.083999288,0.626475177,-0.411532576,-0.010000407,0.2149426,0.486098136,-0.451146236,0.04288344,0.0349519,129.1039309,129.8827219,258.9866528,0.497690446,1.262680926,1.286265252,1.086129727,1.104654096,1.038007753,0.937244372,8.301698952,6.045029714,7.472987523,7.032015789,12.7897392,9.929825175,9.650762565,9.492179875,0.139331926,0.204055809,0.129613096,0.144191116,26.93855097,29.86228875,56.80083971,47.31791374,5.434872243,-5.007990433,0.426881811,220.8,73.97980912,82.17323439,99.70721698,5.658442363,0.164900234,19.8894169,14.16375284,5.567219919,0.307130445,73.94266318,77.23288775,99.59092617,5.448384753,461.0882786,481.6567774,7.554452552,8.014137371,19.94241306,13.96905808,
220.8,72,0,0.675531051,-0.8588543,0.000745378,-0.183323249,0.667866271,-0.860464866,-0.003571822,-0.192598596,0.61291631,-0.725196336,0.02619461,-0.112280026,0.599055414,-0.724801806,0.023149783,-0.125746393,0.826912162,-0.523305569,-0.012130827,0.303606594,0.59049579,-0.550113047,0.074242297,0.040382743,129.555207,128.9477716,258.5029786,0.500272424,1.534385351,1.528331137,1.338112646,1.32385722,1.350217731,1.140608837,8.078239916,6.143740147,7.374439888,6.818464421,12.43690493,10.13624549,9.561771183,9.262610263,0.14334775,0.201731361,0.131921707,0.149700724,28.34608298,29.93078002,58.276863,48.50560255,6.84240425,-4.939499157,1.902905093,224,75.08420179,82.37767019,99.65991525,5.586660339,0.181600325,19.89137112,14.18120082,5.499417537,0.32754471,73.98381596,76.33597799,99.45164179,5.546576868,487.2527385,530.3056398,7.673941821,8.035919582,19.96670071,14.00867358,
224,73,0,0.745939536,-0.906198653,-0.000408672,-0.160259117,0.712760888,-0.881857936,-0.011884608,-0.169097048,0.720277167,-0.815471805,0.028150725,-0.095194638,0.672895822,-0.796099724,0.022661572,-0.123203902,0.907016272,-0.607692363,-0.001263953,0.299323909,0.612142072,-0.530779409,0.07682264,0.081362663,130.006128,128.1762809,258.182409,0.502538182,1.652138189,1.594618824,1.535748972,1.468995547,1.514708635,1.142921481,7.68274885,6.219160368,7.217586927,6.741360314,11.81129379,10.26999339,9.360636048,9.151314109,0.1508936,0.199252399,0.134822382,0.151114523,27.93389935,30.92179175,58.8556911,47.2810135,6.430220628,-3.948487432,2.481733196,227.2,74.2466886,83.53651841,99.60744246,5.577545723,0.194793127,19.91488343,14.35459598,5.426655044,0.401916175,74.88863814,75.35538352,99.41538348,5.60907813,556.0705472,601.6863358,7.88344543,8.156968085,20.02724099,14.04267037,
227.2,74,0,0.673113685,-0.837100589,-0.025488648,-0.163986904,0.623529488,-0.79496433,-0.041244495,-0.171434842,0.662373794,-0.770042532,-0.005504116,-0.107668738,0.594778763,-0.738149708,-0.01257832,-0.143370944,0.728148038,-0.549406223,0.009168528,0.178741815,0.481138542,-0.439581617,0.061693652,0.041556924,129.7307327,127.8127247,257.5434574,0.502672421,1.510214274,1.418493818,1.432416326,1.332928471,1.277554261,0.920720159,7.452577196,6.134842217,7.103816211,6.860602416,11.49260749,10.09656703,9.165037069,9.234603605,0.156262222,0.201215122,0.136198073,0.147189114,25.92995785,32.3358773,58.26583516,44.28714803,4.426279129,-2.534401876,1.891877253,230.4,72.4892013,82.13298576,99.70193966,5.598926104,0.205855501,19.92495812,14.66122885,5.398894993,0.491326468,75.07978582,74.88207525,99.51530101,5.570893392,666.2754134,648.7687798,8.087510878,8.389583712,20.01969986,13.99222908,
230.4,75,0,0.538715394,-0.774814638,-0.028999674,-0.236099245,0.493826255,-0.735783463,-0.043604037,-0.241957208,0.484208589,-0.706748786,-0.000109315,-0.222540197,0.424269386,-0.678172937,-0.006973033,-0.25390355,0.501257844,-0.394117172,0.003794464,0.107140672,0.363895499,-0.315121125,0.024790096,0.048774374,128.9228282,128.0397159,256.9625441,0.500701822,1.313530032,1.229609719,1.190957374,1.102442323,0.895375016,0.679016624,7.594001945,5.96093491,7.119250385,6.974318113,11.78768063,9.787795464,9.139769697,9.348436831,0.154565601,0.206605742,0.135231519,0.144082797,25.02154449,32.75479382,57.77633831,43.13584102,3.517865766,-2.11548536,1.402380405,233.6,71.58627358,78.99319407,99.95527666,5.612407472,0.218605625,19.91376049,14.92857532,5.407166326,0.559586853,76.02925217,74.99749109,99.72715219,5.445354667,801.8616738,699.1860761,8.169116346,8.528262203,19.98745615,13.92018009,
233.6,76,0,0.525351978,-0.752307804,0.000348485,-0.226955827,0.499503893,-0.731184734,-0.009678185,-0.231680841,0.421509436,-0.740241688,0.068241736,-0.318732252,0.386381688,-0.72619656,0.063182207,-0.339814872,0.510163928,-0.32373245,0.006492619,0.186431479,0.458589564,-0.175023197,-0.031230329,0.283566368,128.6231714,129.0674049,257.6905763,0.498213757,1.277659782,1.230688627,1.161751124,1.112578249,0.833896378,0.633612761,7.969634735,5.874058679,7.239676418,6.967269256,12.40000164,9.669747361,9.294049792,9.393843173,0.146973517,0.210166057,0.132994634,0.145124519,26.28296759,31.67103686,57.95400446,45.22321049,4.779288869,-3.199242317,1.580046551,236.8,71.30819906,78.65144749,100.1228562,5.61738581,0.232140885,19.90168732,15.0280897,5.417351455,0.600808027,79.82584309,75.1939726,99.93819983,5.306454251,868.5618392,818.4863724,8.160976976,8.387065296,19.98843565,14.03311756,
236.8,77,0,0.596402071,-0.676620678,0.014088019,-0.080218607,0.58675473,-0.671275308,0.007994235,-0.084520578,0.49510627,-0.781382344,0.117977708,-0.286276074,0.479455756,-0.779648691,0.114892911,-0.300192935,0.607464945,-0.413650694,0.0449768,0.193814251,0.567145751,-0.093247363,-0.058556621,0.473898388,129.197298,130.5244815,259.7217795,0.496605584,1.273022749,1.258030038,1.276488614,1.259104447,1.021115639,0.660393114,8.112735426,5.925309202,7.35153559,6.947688971,12.56796547,9.782345845,9.447080395,9.415176762,0.142808262,0.209095694,0.131099493,0.14633547,27.09426545,30.78826974,57.88253519,46.7175177,5.590586728,-4.082009443,1.508577285,240,69.55048382,81.62980004,100.094794,5.62868718,0.24340094,19.90737971,15.02275627,5.415664682,0.62656795,84.59905428,75.67883364,100.0334228,5.224731054,822.676786,918.5608375,8.135972294,8.132707617,20.00552788,14.4097276,
240,78,0,0.465780116,-0.469612398,-0.040577828,-0.003832282,0.458358589,-0.467260224,-0.046084618,-0.008901635,0.371302845,-0.663552745,0.077603386,-0.2922499,0.357104794,-0.66386907,0.075171486,-0.306764275,0.333004431,-0.498903671,0.080534688,-0.165899241,0.225126824,-0.146115341,-0.016875031,0.079011483,129.3762568,131.7057124,261.0819691,0.494777171,0.935392514,0.925618813,1.03485559,1.020973864,0.831908102,0.371242164,7.746809218,6.011552119,7.36952546,7.018646846,11.94375031,9.903488324,9.442980164,9.441767704,0.149399479,0.205708212,0.130422842,0.143788679,25.02851104,31.8922806,56.92079164,43.86764212,3.524832311,-2.977998576,0.546833734,243.2,65.69970237,82.21142898,100.1305877,5.642872648,0.25286991,19.92209046,15.03855025,5.411553807,0.642941946,87.21704803,77.44489437,100.0135951,5.189244363,788.8033811,751.8741747,8.023047973,8.240212289,20.00663813,14.82474875,
243.2,79,0,0.044732443,-0.219260593,-0.135362918,-0.17452815,0.029915745,-0.211001286,-0.142790711,-0.181085541,-0.123992441,-0.407174531,-0.008194225,-0.531166972,-0.147825485,-0.403253035,-0.01124434,-0.55107852,-0.358708092,-0.395834817,0.048734337,-0.754542908,-0.561600348,-0.278389031,0.051686312,-0.839989378,128.0612498,132.4345296,260.4957794,0.490947065,0.263993035,0.240917031,0.28318209,0.25542755,0.037126725,-0.283211317,7.299555257,6.047315426,7.320094309,7.092828483,11.28981862,9.913969127,9.339685632,9.424489107,0.159426192,0.203411175,0.130779853,0.140422158,22.24874156,33.74568166,55.99442322,39.68223546,0.745062835,-1.12459752,-0.379534685,246.4,62.60162935,76.92351199,100.382525,5.647435765,0.262130195,19.91163904,15.07208846,5.417586724,0.649805918,88.94173749,80.59257451,99.96627556,5.11687255,858.963075,308.7918982,7.770339825,8.904229006,19.99771409,15.02115327,
246.4,80,0,-0.292018315,-0.14858768,-0.162284372,-0.440605995,-0.310462883,-0.136951994,-0.170769214,-0.447414878,-0.581946117,-0.234574776,-0.040159293,-0.816520893,-0.609530392,-0.228949785,-0.043677613,-0.838480177,-0.849763561,-0.178512726,-0.029724053,-1.028276287,-1.081171642,-0.337955021,0.069703207,-1.419126663,126.5035653,132.8934394,259.3970048,0.487135204,-0.143430634,-0.173510889,-0.347371341,-0.380580607,-0.671250836,-0.743216622,7.392300457,6.055024818,7.296804183,7.040671347,11.53510985,9.907885749,9.30825019,9.343668494,0.159480023,0.202731627,0.131167869,0.141401471,22.60462924,33.62911528,56.23374452,40.02104282,1.100950514,-1.241163896,-0.140213382,249.6,63.53351034,70.90633605,100.535578,5.650731206,0.26657346,19.85489523,15.02327815,5.436498955,0.650133943,92.62129515,84.00123201,99.9255589,5.002028584,864.4633767,54.50357619,7.615987714,9.621302715,19.9962723,15.04013822,
249.6,81,0,-0.158906492,-0.341898252,-0.068753423,-0.500804745,-0.172263744,-0.334223126,-0.075745497,-0.50648687,-0.477775189,-0.297557928,0.00507463,-0.775333117,-0.497676384,-0.294888548,0.001825857,-0.792564931,-0.60431658,-0.079750673,-0.064317431,-0.684067253,-0.767474823,-0.258560766,0.03372109,-1.026035589,126.7567419,132.9478652,259.7046071,0.487498793,0.18299176,0.161959381,-0.180217261,-0.202787836,-0.524565907,-0.508914057,7.834092251,6.074042196,7.334188372,6.912434654,12.25243472,9.960989439,9.384760162,9.275494263,0.151546247,0.202550336,0.130862366,0.145783396,25.3382254,31.88411763,57.22234303,43.96564903,3.834546673,-2.986161547,0.848385126,252.8,67.67249041,71.02882375,100.3043716,5.68145683,0.256355433,19.77548472,14.85278797,5.460033498,0.644794004,95.69427656,87.25011698,99.83246309,4.983381137,628.6022143,409.5853459,7.889425725,9.746396201,20.00085062,15.05245228,
252.8,82,0,0.289351993,-0.57446041,0.047065875,-0.285108417,0.279251646,-0.570469053,0.041448525,-0.291217407,0.085396482,-0.476242053,0.054990697,-0.390845571,0.07053176,-0.474671148,0.051536316,-0.404139388,0.119864653,-0.164733082,-0.029872674,-0.044868429,0.017538114,-0.136251386,0.011025854,-0.118713272,128.4111734,132.4783921,260.8895654,0.491500021,0.863812403,0.849720699,0.561638535,0.545202908,0.284597735,0.1537895,7.864268404,6.079033204,7.357708147,6.860608719,12.23600319,10.00028705,9.434338112,9.294440477,0.15048088,0.203005384,0.130705167,0.148271428,26.26590501,31.55485203,57.82075704,45.13608764,4.762226287,-3.315427152,1.446799135,256,70.79459363,76.23638145,99.94652732,5.753462109,0.227285019,19.71681255,14.61356068,5.4807894,0.62247678,92.44491881,90.95889312,99.66063082,5.143148414,349.8088819,1089.349444,8.52755822,9.369576493,20.00205197,15.00612199,
256,83,0,0.576544458,-0.592543449,0.061522367,-0.015998991,0.558354453,-0.583416712,0.053916591,-0.02506226,0.512828856,-0.542546856,0.046892528,-0.029718,0.487599148,-0.535643019,0.04198712,-0.048043871,0.634863293,-0.271626524,0.001531555,0.363236769,0.487995118,-0.109273961,0.034768277,0.378721158,129.1397611,132.02629,261.1660512,0.49372447,1.169087906,1.141771165,1.055375712,1.023242167,0.906489817,0.597269079,7.41907957,6.044848048,7.29849008,6.901122595,11.51309964,9.967719632,9.376497717,9.364912842,0.158744211,0.204609068,0.132067483,0.14761337,24.7740919,33.1981988,57.97229069,42.46225279,3.27041317,-1.672080382,1.598332788,259.2,70.80842925,80.38473632,99.87233236,5.841875646,0.187145394,19.69745523,14.37588975,5.506587798,0.570876297,82.79581368,94.18956985,99.51658642,5.340092492,349.280548,1375.313239,9.062498794,9.128647297,19.99974737,14.73820512,
259.2,84,0,0.53354202,-0.470179191,0.000183404,0.063362829,0.505237489,-0.452771531,-0.010693386,0.052465957,0.497595705,-0.470275315,0.009839501,0.02732039,0.458401169,-0.457876391,0.003939985,0.000524778,0.652928172,-0.272299538,-0.016147705,0.380628634,0.435823271,-0.197962912,0.063269457,0.237860359,128.2482496,132.1734088,260.4216584,0.491769537,1.00372121,0.95800902,0.967871019,0.91627756,0.92522771,0.633786183,7.25458635,6.025461697,7.224714284,6.925872747,11.32566953,9.960007087,9.329895057,9.406732465,0.161970177,0.205763258,0.134106952,0.147142285,24.35792567,33.88693499,58.24486066,41.55868017,2.85424694,-0.983344186,1.870902754,262.4,69.98062132,81.42929572,100.0263921,5.903494223,0.147976955,19.71202644,14.19771301,5.549461592,0.501056154,73.1631505,93.87047553,99.53865446,5.4162899,525.3614336,1016.201174,9.154352606,9.226331081,19.99889115,14.3157653,
262.4,85,0,0.390155673,-0.457283563,-0.025989934,-0.06712789,0.365702313,-0.44197039,-0.036176771,-0.076268077,0.271122773,-0.423254163,0.006484288,-0.152131391,0.235781898,-0.414278632,0.002004502,-0.178496734,0.414699225,-0.23631104,-0.032595337,0.178388185,0.247175064,-0.28476235,0.050479794,-0.037587286,127.4247261,132.4100824,259.8348085,0.489768131,0.847439235,0.807672703,0.694376936,0.650060531,0.651010265,0.531937414,7.697628921,6.082296363,7.259362082,6.911558488,12.07097954,10.07933624,9.436911647,9.422783489,0.153018719,0.204419627,0.134337687,0.147960226,26.25409033,32.1333928,58.38748313,44.7844436,4.750411609,-2.736886379,2.01352523,265.6,70.70274554,81.88126532,100.0773434,5.916884105,0.114388223,19.75317555,14.1260328,5.596937842,0.445690849,68.5931628,88.6661329,99.71762254,5.455689376,537.8986883,488.5660776,8.946034694,9.25954224,20.00002701,13.97323362,
265.6,86,0,0.358616498,-0.578034622,-0.005586186,-0.219418124,0.347747998,-0.574177916,-0.011345839,-0.226429918,0.160408344,-0.459857003,0.026356243,-0.299448659,0.142192144,-0.459944585,0.024392034,-0.317752441,0.231922883,-0.281592842,0.004651395,-0.04966996,0.201140494,-0.2497202,0.007443332,-0.048579706,127.8704534,131.6172948,259.4877482,0.492053553,0.936651121,0.921925915,0.620265347,0.60213673,0.513515725,0.450860694,8.18701833,6.164807261,7.372872221,6.929267074,12.77653021,10.22656572,9.614923807,9.461343026,0.142523191,0.201896098,0.132697132,0.147856544,27.84172475,30.10534292,57.94706767,47.92355958,6.338046023,-4.764936261,1.573109762,268.8,71.87509259,82.94384226,100.0163637,5.894102781,0.082877422,19.80424183,14.16228371,5.61602807,0.423250467,68.58917942,81.50512046,99.90700215,5.601273856,463.1632087,372.6630144,8.827504245,9.052153866,20.00058866,13.83764267,
268.8,87,0,0.409319166,-0.629536029,-0.01866231,-0.220216863,0.401662875,-0.630184797,-0.022516179,-0.228521922,0.22546915,-0.459069696,0.00848213,-0.233600546,0.211309751,-0.461565844,0.006979341,-0.250256093,0.22714319,-0.360123262,0.049844963,-0.132980072,0.249331422,-0.10581968,-0.024722106,0.143511742,128.5301022,129.8807075,258.4108097,0.496457731,1.038855195,1.031847672,0.684538846,0.672875595,0.587266452,0.355151102,8.241389994,6.165094406,7.403857698,6.980014732,12.77713113,10.21259304,9.643373621,9.502242901,0.14077172,0.201565229,0.131976726,0.146394452,27.56597557,29.9034446,57.46942016,47.81515302,6.062296842,-4.966834582,1.09546226,272,71.13494638,83.59653514,100.1145319,5.857103437,0.052382976,19.83481967,14.24550407,5.594395359,0.415207667,70.46696488,76.36510398,100.0078103,5.722920232,682.9179734,740.6653588,8.959757557,8.986586947,20.0000424,13.94391788,
272,88,0,0.397452476,-0.499197709,-0.088623037,-0.101745233,0.378236852,-0.491182016,-0.095749038,-0.112945164,0.296669292,-0.358985685,-0.043775678,-0.062316393,0.266899019,-0.354714952,-0.047161161,-0.087815934,0.333030428,-0.301838911,0.018050087,0.031191517,0.283473364,0.012369975,-0.02711535,0.295843339,127.6641938,128.850388,256.5145819,0.496640873,0.896650184,0.869418868,0.655654977,0.621613971,0.634869339,0.271103388,8.07703239,6.091655132,7.309271787,6.986364433,12.52803274,10.06438387,9.489057303,9.484016887,0.144244434,0.203430139,0.133258981,0.145786558,26.9299169,30.71687571,57.64679261,46.54285813,5.426238178,-4.153403469,1.272834709,275.2,68.53753832,83.4749053,100.367055,5.81671969,0.032243238,19.83559717,14.29929826,5.556502258,0.391374069,72.60663193,74.08911444,100.0339397,5.575189654,1120.303432,1157.530771,9.126735979,9.270080726,19.99969304,14.29268712,
275.2,89,0,0.245127015,-0.287975374,-0.154498961,-0.042848359,0.216166848,-0.2701015,-0.165656064,-0.053934652,0.207231514,-0.26763488,-0.059780249,-0.060403365,0.163721843,-0.257052109,-0.064831917,-0.093330267,0.353844072,-0.084325943,-0.076848667,0.26951813,0.252586951,-0.008694882,-0.009649879,0.243892069,125.1941032,129.7154057,254.9095088,0.490279096,0.533102389,0.486268348,0.474866394,0.420773952,0.438170015,0.261281834,8.01991022,6.068936014,7.221861676,6.90818712,12.48651824,10.01307668,9.349523285,9.383012768,0.145759287,0.203872197,0.134465612,0.147447472,27.36104596,30.88876875,58.24981471,46.79628113,5.857367236,-3.981510428,1.875856807,278.4,66.5063701,82.98710168,100.4207547,5.779135615,0.035172207,19.83772339,14.28224893,5.531813524,0.349053369,74.02169197,72.99636691,99.9852215,5.242476858,1217.844501,1159.924633,9.084656483,9.417596812,19.99994782,14.66708991,
278.4,90,0,0.042615447,-0.175647527,-0.162066429,-0.13303208,0.015207203,-0.155641048,-0.174324777,-0.140433845,0.022385352,-0.29145346,-0.01722538,-0.269068108,-0.019886086,-0.27968983,-0.022792009,-0.299575916,0.20529571,0.059460185,-0.117130824,0.264755895,0.175331921,-0.126527757,0.003695283,0.048804164,122.9608818,131.4804924,254.4413741,0.482730806,0.218262974,0.170848251,0.313838812,0.259803744,0.145835525,0.301859678,7.961849115,6.125497017,7.226068067,6.773769854,12.36241354,10.11198606,9.345669992,9.219106451,0.146226534,0.202094779,0.134234091,0.150693235,28.26635043,30.5860796,58.85243004,47.8591212,6.762671707,-4.284199576,2.478472131,281.6,67.22004516,82.32191589,100.09994,5.759823055,0.060461821,19.86934171,14.19506935,5.52796205,0.312418498,74.10760468,72.11651908,99.80884279,5.098579876,786.2986397,735.9778534,8.931377481,8.887903859,20.00015696,14.69515594,
281.6,91,0,-0.006753004,-0.258047356,-0.11967051,-0.26480036,-0.028652647,-0.240265639,-0.131131188,-0.268918286,-0.009104996,-0.40002012,0.025092825,-0.409125117,-0.044015499,-0.388019506,0.018957957,-0.432035005,0.091086041,-0.074131206,-0.040855556,0.016954834,0.177163259,-0.172320596,-0.015953804,0.004842663,122.8520181,131.9437471,254.7957652,0.481666819,0.251294353,0.211612991,0.390915124,0.344004007,0.165217247,0.349483855,7.747645915,6.122386979,7.266877393,6.67807995,11.9350391,10.11136013,9.393975152,9.093081281,0.149106444,0.202370233,0.133430031,0.152999961,28.32749431,30.96423869,59.291733,47.5691045,6.823815585,-3.906040486,2.917775099,284.8,70.44563912,81.9732778,99.66802685,5.774901075,0.089475754,19.91086193,14.0671444,5.539040979,0.298784108,73.53617713,71.95151129,99.55888269,5.293090402,303.6607862,302.3800846,8.906130144,7.929908421,20.00004318,14.32861773,
284.8,92,0,0.162369922,-0.455555796,-0.085457359,-0.293185874,0.146448188,-0.443517983,-0.094912092,-0.297069795,0.167076076,-0.496316472,0.022189408,-0.329240396,0.141382829,-0.486083163,0.01598129,-0.344700334,0.195743671,-0.352386439,0.058940306,-0.156642768,0.305778753,-0.063077093,-0.071908931,0.242701661,124.8333112,130.2327282,255.0660395,0.488628999,0.617925719,0.589966171,0.663392548,0.627465993,0.54813011,0.368855846,7.630049519,5.994903981,7.314271429,6.747476201,11.7254734,9.88968402,9.435447609,9.168119934,0.151132418,0.206544157,0.132336109,0.151210468,27.16084475,31.84037568,59.00122043,45.79410974,5.657166025,-3.029903495,2.627262531,288,73.42531342,82.1643527,99.48468232,5.816028824,0.103526113,19.92189201,13.94331345,5.557885099,0.301331683,73.32146968,72.81028411,99.44643355,5.571546681,215.239844,199.1919937,8.905692231,7.318577586,19.99992181,13.96120707,
288,93,0,0.342595429,-0.579529272,-0.105112584,-0.236933843,0.339064679,-0.580625895,-0.11034089,-0.241561216,0.285798718,-0.529357215,-0.001715333,-0.243558497,0.278199249,-0.529386151,-0.005452458,-0.251186902,0.353584268,-0.475021187,0.059084965,-0.12143692,0.365459374,0.059599452,-0.114039913,0.425058826,126.9351993,127.917522,254.8527214,0.496939307,0.922124701,0.919690575,0.815155933,0.8075854,0.828605455,0.305859921,7.877806965,5.918433715,7.413939515,6.948515784,12.18414229,9.747984531,9.544876638,9.412841906,0.147552512,0.208905723,0.130316474,0.146262691,25.87103571,31.82945321,57.70048892,44.69215548,4.367356982,-3.040825963,1.326531019,291.2,73.89275397,81.73033324,99.61391895,5.846079325,0.102188264,19.90137697,13.86867022,5.576029821,0.304320714,73.38195809,73.99222134,99.60172322,5.666648416,410.6617502,356.5029906,8.584858195,7.363784072,19.99996878,13.89764906,
291.2,94,0,0.33287254,-0.558086217,-0.143538126,-0.225213678,0.343619229,-0.572346589,-0.144671412,-0.22872736,0.208501338,-0.525732912,-0.006570179,-0.317231574,0.22010583,-0.539486834,-0.006500111,-0.319381003,0.356503365,-0.398042122,-0.017572205,-0.041538758,0.239975837,0.005687443,-0.08613525,0.24566328,127.3709537,127.2651385,254.6360922,0.498980557,0.890958757,0.915965818,0.734234251,0.759592664,0.754545487,0.234288394,8.209534318,6.044876603,7.528131339,7.017542667,12.76863371,9.951542529,9.717545517,9.50434954,0.142274977,0.204594607,0.128627343,0.144832654,26.1214138,30.68002555,56.80143935,45.86322349,4.617735076,-4.190253631,0.427481445,294.4,73.44211222,80.23641179,99.81198127,5.833239545,0.098057489,19.89262374,13.86612309,5.588341569,0.301583554,73.76997666,74.61492878,99.88317676,5.608930548,545.3655984,497.8397989,7.969867457,7.661724079,20.00003697,14.01015186,
294.4,95,0,0.248818003,-0.514270832,-0.12637005,-0.265452828,0.258346706,-0.525986153,-0.128507368,-0.267639447,0.192898896,-0.551400237,0.009331874,-0.358501341,0.200996175,-0.566079655,0.010193541,-0.365083481,0.349843728,-0.348340942,-0.043350603,0.001502786,0.189421951,-0.19073886,-0.006492785,-0.001316909,126.4859976,128.5059116,254.9919092,0.494986219,0.763088835,0.784332859,0.744299133,0.76707583,0.69818467,0.38016081,8.155205342,6.20499704,7.521115201,6.817934613,12.65308309,10.21120355,9.773356305,9.282428927,0.142814318,0.1990299,0.129647009,0.150401932,27.99373852,29.87422747,57.867966,48.09724259,6.490059798,-4.996051704,1.494008093,297.6,75.27555751,80.01247497,99.79507369,5.786570125,0.098546455,19.9275061,13.91085781,5.595605018,0.296867854,75.41502006,74.54369357,100.0481145,5.566250547,507.9929684,488.2842749,7.531692635,7.80258561,20.0000215,14.04987555,
