time,cycle number,marker,delc_var_det1_HbO2,delc_var_det1_HHb,delc_var_det1_ox-redCCO,delc_var_det1_HbT,delc_INvar_det1_HbO2,delc_INvar_det1_HHb,delc_INvar_det1_ox-redCCO,delc_INvar_det1_HbT,delc_var_det2_HbO2,delc_var_det2_HHb,delc_var_det2_ox-redCCO,delc_var_det2_HbT,delc_INvar_det2_HbO2,delc_INvar_det2_HHb,delc_INvar_det2_ox-redCCO,delc_INvar_det2_HbT,delc_INvar_det3_HbO2,delc_INvar_det3_HHb,delc_INvar_det3_ox-redCCO,delc_INvar_det3_HbT,delc_INvar_det4_HbO2,delc_INvar_det4_HHb,delc_INvar_det4_ox-redCCO,delc_INvar_det4_HbT,SRS kHbO2,SRS kHHb,SRS kHbT,SRS TOI,delc_var_det1_Hbdiff,delc_INvar_det1_Hbdiff,delc_var_det2_Hbdiff,delc_INvar_det2_Hbdiff,delc_INvar_det3_Hbdiff,delc_INvar_det4_Hbdiff,DPF 690,DPF 750,DPF 790,DPF 850,Us 690,Us 750,Us 790,Us 850,Ua 690,Ua 750,Ua 790,Ua 850,MDFD_abs_C_HbO2,MDFD_abs_C_HHb,MDFD_abs_C_HbT,MDFD_StO2,MDFD_delta_C_HbO2,MDFD_delta_C_HHb,MDFD_delta_C_HbT,time (s),TCD mean velocity,TCD mean BP,TCD mean SpO2,TCD mean maxCO2,TCD mean minCO2,TF mean maxO2,TF mean minO2,TF mean maxCO2,TF mean minCO2,HR (bpm),SpO2 ,CO2 - ET ,CO2 - MIN ,TV - TV - 61664 ,TV - TV - 61665 ,MINVOL - MINVOL - 20812 ,O2 - INSP ,O2 - ET ,end challenge
297.6,216,0,-2.777139857,-0.519887157,-0.013497501,-3.297027014,-2.777139857,-0.519887157,-0.013497501,-3.297027014,-3.100308275,-0.249728663,0.142200363,-3.350036938,-3.100308275,-0.249728663,0.142200363,-3.350036938,-2.790434774,-0.155435921,0.10419725,-2.945870695,-3.003306072,0.005696916,0.059099048,-2.997609156,54.40664354,30.24644183,84.65308537,0.633439692,-2.2572527,-2.2572527,-2.850579611,-2.850579611,-2.634998853,-3.009002988,8.486860914,8.186169076,8.25568873,8.602459255,10.89122256,9.971526356,9.727353836,9.808597927,0.11341884,0.11160183,0.107069465,0.099462002,13.03599842,20.66901032,33.70500874,40.7414543,28.37987631,18.55033202,46.93020833,297.6,72.66501645,-1.11972E-12,100.3217726,5.848006206,0.512528604,19.59207529,14.05242533,5.439880659,0.607381885,-7.35567E-13,98.60976511,5.647637427,0.581262445,1600.454824,1640.069958,7.107887559,20.00132627,12.93610756,
300.8,217,0,-2.358696504,-0.386509347,-0.013853143,-2.74520585,-2.358696504,-0.386509347,-0.013853143,-2.74520585,-2.658378623,-0.113090795,0.102278048,-2.771469418,-2.658378623,-0.113090795,0.102278048,-2.771469418,-2.421380659,-0.168178182,0.116374002,-2.589558841,-2.696270947,0.01411303,0.074503754,-2.682157916,56.1827811,31.09033379,87.27311489,0.635088277,-1.972187157,-1.972187157,-2.545287829,-2.545287829,-2.253202476,-2.710383977,8.475142642,8.206084903,8.372652612,8.624898638,10.89193091,10.02202632,9.857882679,9.770074647,0.113726486,0.111613768,0.105450893,0.098519704,12.38857852,20.82238217,33.2109607,39.59216035,27.73245641,18.70370388,46.43616029,300.8,68.62830048,-1.13419E-12,100.3418083,5.77460202,0.499137345,19.73234809,14.19162234,5.411860874,0.532024552,-9.59945E-13,98.54248151,5.617696494,0.601694207,1530.85539,1450.462565,7.080642959,19.99995796,12.94567472,
304,218,0,-2.118088442,-0.237047298,-0.017450127,-2.35513574,-2.118088442,-0.237047298,-0.017450127,-2.35513574,-2.465894138,-0.055967848,0.079312319,-2.521861986,-2.465894138,-0.055967848,0.079312319,-2.521861986,-2.373101608,-0.384050611,0.192796925,-2.757152219,-2.704267539,-0.094241979,0.09616146,-2.798509518,57.96282627,32.41751032,90.38033659,0.633606339,-1.881041143,-1.881041143,-2.40992629,-2.40992629,-1.989050996,-2.61002556,8.358242426,8.259130174,8.3574916,8.562753186,10.76666724,10.08388842,9.854022318,9.662619052,0.115583529,0.110868035,0.105798977,0.09885198,12.19753146,21.0599296,33.25746106,39.048708,27.54140935,18.9412513,46.48266066,304,67.84996156,1.91242E-12,100.3263247,5.727459317,0.501227986,19.83871259,14.22353648,5.401948853,0.46219648,1.21729E-12,98.58003896,5.516681372,0.619362455,1405.768505,1128.752176,7.026074693,19.99901933,13.25461854,
307.2,219,0,-2.135207195,-0.208332423,-0.009765273,-2.343539618,-2.135207195,-0.208332423,-0.009765273,-2.343539618,-2.575241897,-0.083191345,0.091020605,-2.658433241,-2.575241897,-0.083191345,0.091020605,-2.658433241,-2.570126138,-0.533396619,0.245135414,-3.103522756,-2.913637515,-0.155794736,0.107814175,-3.06943225,58.71620948,32.92721174,91.64342121,0.633129247,-1.926874772,-1.926874772,-2.492050552,-2.492050552,-2.036729519,-2.757842779,8.280576094,8.356489738,8.251480026,8.504330475,10.6741929,10.17673547,9.747639527,9.610343386,0.116770955,0.109300143,0.107384357,0.099667137,12.49109517,21.05480071,33.54589588,39.54583483,27.83497306,18.93612242,46.77109548,307.2,71.17163489,2.49301E-12,100.2824899,5.729933915,0.516043376,19.85664165,14.21135457,5.400528887,0.436646349,2.03714E-12,98.76032928,5.365490145,0.555108685,1314.677776,942.2644507,6.989119506,19.99938274,13.73901835,
310.4,220,0,-2.279765823,-0.358238741,0.023610627,-2.638004564,-2.279765823,-0.358238741,0.023610627,-2.638004564,-2.7426706,-0.176802082,0.148794759,-2.919472683,-2.7426706,-0.176802082,0.148794759,-2.919472683,-2.687102527,-0.445137831,0.233537155,-3.132240358,-2.984960305,-0.123600917,0.13451436,-3.108561222,57.99893148,31.98068078,89.97961226,0.636057584,-1.921527083,-1.921527083,-2.565868518,-2.565868518,-2.241964696,-2.861359387,8.435420999,8.450842266,8.169154151,8.540486095,10.86599984,10.28135702,9.649041372,9.69046727,0.11469202,0.107956757,0.108436924,0.099639754,13.01314266,20.56259837,33.57574103,40.98089289,28.35702055,18.44392007,46.80094062,310.4,73.68109163,-3.16538E-12,100.2933346,5.786178291,0.535245975,19.83056867,14.20921984,5.402705298,0.448507085,-1.93306E-12,98.88138304,5.283488641,0.443232656,1214.554343,949.4430606,6.990314326,20.00088149,14.0574327,
313.6,221,0,-2.414917845,-0.550712559,0.04261795,-2.965630404,-2.414917845,-0.550712559,0.04261795,-2.965630404,-2.809068238,-0.290126467,0.198095615,-3.099194705,-2.809068238,-0.290126467,0.198095615,-3.099194705,-2.681192241,-0.297889272,0.201827524,-2.979081512,-2.899156441,-0.12395705,0.161608265,-3.023113491,56.71145449,30.55500473,87.26645922,0.639894355,-1.864205286,-1.864205286,-2.518941771,-2.518941771,-2.383302969,-2.775199391,8.653206606,8.437378488,8.186802871,8.577669912,11.13847608,10.28144486,9.659371205,9.767979737,0.111737202,0.10833525,0.10808868,0.099587856,13.43374999,20.08131938,33.51506938,42.23311569,28.77762788,17.96264109,46.74026897,313.6,73.05679209,-5.29124E-12,100.3803895,5.872603343,0.547778396,19.85511314,14.18261806,5.418328854,0.46219268,-4.20502E-12,98.82249909,5.341252867,0.38726815,1072.834671,999.2096561,7.009147001,20.00151932,14.07540496,
316.8,222,0,-2.482003195,-0.628311896,0.011743603,-3.11031509,-2.482003195,-0.628311896,0.011743603,-3.11031509,-2.791703639,-0.364910888,0.174640967,-3.156614527,-2.791703639,-0.364910888,0.174640967,-3.156614527,-2.699429223,-0.345203543,0.194430512,-3.044632767,-2.860666147,-0.233338668,0.138826331,-3.094004814,56.11518953,30.04275313,86.15794266,0.640803413,-1.853691299,-1.853691299,-2.426792751,-2.426792751,-2.35422568,-2.627327479,8.595903345,8.326287383,8.260579544,8.50596588,11.05202099,10.16202966,9.760380063,9.716573998,0.112374852,0.109986552,0.107288938,0.100775903,13.5134465,20.253556,33.76700251,42.15498655,28.85732439,18.13487771,46.9922021,316.8,71.46959663,5.02771E-12,100.4630681,5.953760281,0.552706859,19.94774101,14.09265713,5.452771329,0.461564448,2.89355E-12,98.72119422,5.460413235,0.423141418,970.7328171,1007.660628,7.010387558,19.99908203,13.97565664,
320,223,0,-2.543477332,-0.596212924,-0.039620009,-3.139690256,-2.543477332,-0.596212924,-0.039620009,-3.139690256,-2.818665623,-0.38201995,0.10452949,-3.200685572,-2.818665623,-0.38201995,0.10452949,-3.200685572,-2.810374522,-0.549509749,0.202516324,-3.359884271,-2.975131501,-0.352312551,0.070396889,-3.327444052,56.16622648,30.51823779,86.68446427,0.638060814,-1.947264408,-1.947264408,-2.436645673,-2.436645673,-2.260864773,-2.62281895,8.315385494,8.274311769,8.27023104,8.433904615,10.663157,10.09646005,9.8102991,9.665754585,0.11579672,0.11063707,0.10760911,0.101941797,13.28439606,20.8211743,34.10557036,41.12785994,28.62827395,18.70249601,47.33076996,320,70.83049061,1.09233E-11,100.47359,6.007118625,0.568396767,20.0047693,13.98737511,5.492398871,0.461997362,8.48078E-12,98.76801835,5.520776648,0.487823805,976.4317043,1044.753296,6.975527939,19.99690316,13.95650628,
323.2,224,0,-2.690151291,-0.55901247,-0.066661703,-3.249163761,-2.690151291,-0.55901247,-0.066661703,-3.249163761,-3.002955521,-0.370136963,0.069580794,-3.373092484,-3.002955521,-0.370136963,0.069580794,-3.373092484,-2.994772917,-0.66262767,0.194986471,-3.657400587,-3.198553223,-0.350092816,0.013133741,-3.548646039,55.97442625,30.91230325,86.8867295,0.634852635,-2.131138821,-2.131138821,-2.632818559,-2.632818559,-2.332145247,-2.848460408,8.202960284,8.339194368,8.183826797,8.508216518,10.49441252,10.17228237,9.732688248,9.76695061,0.116969838,0.109720836,0.109023354,0.1011794,13.04878348,20.99315592,34.0419394,40.58924939,28.39266137,18.87447762,47.267139,323.2,70.86747714,-7.52832E-12,100.431082,6.029725383,0.613730686,19.9212903,13.94630652,5.519785555,0.477139378,-3.93427E-12,98.95582174,5.508200162,0.51400951,1037.62864,1149.946411,6.920576503,20.00091882,14.01334207,
326.4,225,0,-2.818311838,-0.568706717,-0.065431318,-3.387018555,-2.818311838,-0.568706717,-0.065431318,-3.387018555,-3.215154095,-0.367628345,0.092210906,-3.58278244,-3.215154095,-0.367628345,0.092210906,-3.58278244,-3.127044249,-0.580267775,0.160515237,-3.707312023,-3.359137583,-0.245351186,-0.00858129,-3.604488769,55.61799966,30.69821579,86.31621545,0.634748658,-2.249605121,-2.249605121,-2.84752575,-2.84752575,-2.546776474,-3.113786398,8.390040687,8.367104374,8.118032531,8.604466528,10.74527278,10.22158794,9.64847415,9.859847812,0.114498639,0.109512107,0.109805347,0.099837012,13.16988984,20.63259628,33.80248612,41.23633097,28.51376773,18.51391798,47.02768572,326.4,70.63524134,-2.20325E-11,100.3960829,6.030895935,0.678258879,19.73072449,13.96995408,5.535178642,0.498692381,-1.6759E-11,99.10786555,5.492082212,0.502011738,1081.110865,1232.286593,6.888606843,20.00603142,14.03621594,
329.6,226,0,-2.71758118,-0.601565377,-0.050606187,-3.319146557,-2.71758118,-0.601565377,-0.050606187,-3.319146557,-3.163844214,-0.388782455,0.122417828,-3.55262667,-3.163844214,-0.388782455,0.122417828,-3.55262667,-3.028122378,-0.443771892,0.117332457,-3.471894271,-3.272073132,-0.178796363,-0.008972054,-3.450869495,55.98400907,30.44240898,86.42641804,0.637619188,-2.116015803,-2.116015803,-2.775061759,-2.775061759,-2.584350486,-3.093276769,8.602361384,8.257730991,8.16502152,8.481215734,11.05054462,10.113434,9.698629046,9.690499237,0.111970573,0.111253195,0.109109413,0.101078666,13.84826227,20.24565459,34.09391687,42.71659868,29.19214016,18.1269763,47.31911646,329.6,69.06017656,1.02419E-11,100.404781,6.029569872,0.726889516,19.5666583,13.97615586,5.553093235,0.51963123,4.40001E-12,99.08996222,5.500475045,0.490909015,1119.774534,1201.254027,6.912613191,19.99949031,13.98958574,
332.8,227,0,-2.479011185,-0.618619282,-0.037180935,-3.097630467,-2.479011185,-0.618619282,-0.037180935,-3.097630467,-2.897628039,-0.410055884,0.117179325,-3.307683923,-2.897628039,-0.410055884,0.117179325,-3.307683923,-2.808622016,-0.412965427,0.098337798,-3.221587443,-3.069506221,-0.228131088,0.008042075,-3.297637309,56.96364968,30.53795679,87.50160648,0.640611482,-1.860391902,-1.860391902,-2.487572154,-2.487572154,-2.39565659,-2.841375133,8.627906102,8.160671104,8.247250786,8.201839724,11.08852123,10.00739608,9.816306315,9.377338857,0.111699561,0.112691127,0.108244378,0.10459945,14.8156562,20.05863272,34.87428892,44.35597658,30.15953409,17.93995443,48.09948851,332.8,66.55428336,4.35426E-11,100.4428094,6.047938648,0.738959328,19.50296093,13.89253512,5.581436914,0.553733058,3.25049E-11,98.93259666,5.489028532,0.498764392,1190.713057,1093.447548,6.977525417,19.9884978,13.95456503,
336,228,0,-2.461816719,-0.59891649,-0.047855842,-3.060733209,-2.461816719,-0.59891649,-0.047855842,-3.060733209,-2.854977364,-0.390469212,0.083894724,-3.245446576,-2.854977364,-0.390469212,0.083894724,-3.245446576,-2.864296507,-0.47623378,0.118637163,-3.340530288,-3.139427767,-0.305465216,0.031694584,-3.444892983,57.40071667,30.56375931,87.96447598,0.641980702,-1.862900229,-1.862900229,-2.464508152,-2.464508152,-2.388062727,-2.833962552,8.560579771,8.234864147,8.245039018,8.10885482,10.96905758,10.08987754,9.834602834,9.310723927,0.112268739,0.111616637,0.108507189,0.106181798,15.2376124,19.94443702,35.18204942,45.11467116,30.58149029,17.82575872,48.40724902,336,66.69830853,-1.14699E-11,100.4500198,6.089235709,0.729766478,19.50552649,13.73084798,5.610617492,0.609547405,-2.42197E-12,98.76148814,5.428214305,0.509128371,1263.233022,1022.739062,7.02387186,19.99882022,14.0125121,
339.2,229,1,-2.723048317,-0.552817441,-0.078882027,-3.275865757,-2.723048317,-0.552817441,-0.078882027,-3.275865757,-3.169799296,-0.331511735,0.06204712,-3.501311031,-3.169799296,-0.331511735,0.06204712,-3.501311031,-3.233579757,-0.517039894,0.153013546,-3.75061965,-3.490577445,-0.283024553,0.02183127,-3.773601998,56.87642868,30.38546855,87.26189723,0.641071989,-2.170230876,-2.170230876,-2.838287561,-2.838287561,-2.716539863,-3.207552892,8.530177372,8.377777811,8.179801737,8.332628662,10.91564329,10.24977062,9.747943233,9.577393508,0.112515691,0.109549058,0.109271741,0.103553491,14.48686824,20.00988243,34.49675067,43.95651793,29.83074613,17.89120414,47.72195027,339.2,71.23998301,-8.44598E-11,100.3680966,6.127112037,0.728958114,19.52435984,13.57588511,5.62354378,0.662509555,-6.19349E-11,98.65290975,5.370472323,0.501647699,1271.460286,1054.95126,7.000368771,20.02163224,14.08172397,
342.4,230,1,-2.895325269,-0.520599184,-0.086526404,-3.415924452,-2.895325269,-0.520599184,-0.086526404,-3.415924452,-3.409011013,-0.302495014,0.08196241,-3.711506027,-3.409011013,-0.302495014,0.08196241,-3.711506027,-3.420010836,-0.489474976,0.159847496,-3.909485812,-3.636561563,-0.188221099,-0.035665999,-3.824782662,56.19804221,30.65128719,86.8493294,0.636995729,-2.374726085,-2.374726085,-3.106516,-3.106516,-2.930535861,-3.448340464,8.509335709,8.395239508,8.157972186,8.59407868,10.93970707,10.26921159,9.697432908,9.825835668,0.113314519,0.109289631,0.109303786,0.099791291,13.13968152,20.42326162,33.56294314,41.50341742,28.48355941,18.30458332,46.78814274,342.4,74.82776764,6.36315E-12,100.2283619,6.133916194,0.747921658,19.54016637,13.49560869,5.615748987,0.682937501,-6.66422E-12,98.58921243,5.402494832,0.485210749,1201.946014,1154.46479,6.918243698,20.00611682,13.94641269,
345.6,231,1,-2.763970977,-0.521167733,-0.062885408,-3.28513871,-2.763970977,-0.521167733,-0.062885408,-3.28513871,-3.263301031,-0.365195843,0.12813745,-3.628496874,-3.263301031,-0.365195843,0.12813745,-3.628496874,-3.162152999,-0.463782073,0.13133012,-3.625935072,-3.363151869,-0.168903821,-0.096606173,-3.53205569,56.09418267,31.5267858,87.62096846,0.631368176,-2.242803243,-2.242803243,-2.898105188,-2.898105188,-2.698370925,-3.194248047,8.472395273,8.31031511,8.205645514,8.605428358,10.96621599,10.18417062,9.74798846,9.789784204,0.114586666,0.110618786,0.108627715,0.099107397,12.54131094,20.82462358,33.36593451,40.15614349,27.88518883,18.70594528,46.59113411,345.6,72.24576054,1.60943E-10,100.1583625,6.113653976,0.773746939,19.5243377,13.47382431,5.602130669,0.682548775,1.15963E-10,98.55117015,5.535132307,0.495156943,1115.058272,1234.988718,6.839498289,19.95922328,13.54870585,
348.8,232,1,-2.548644011,-0.511704362,-0.066821763,-3.060348373,-2.548644011,-0.511704362,-0.066821763,-3.060348373,-3.000290323,-0.483987157,0.150575837,-3.484277479,-3.000290323,-0.483987157,0.150575837,-3.484277479,-2.86173642,-0.503591137,0.102064614,-3.365327558,-3.084966694,-0.264728964,-0.121063805,-3.349695659,56.54328119,32.13351921,88.6768004,0.629315472,-2.036939649,-2.036939649,-2.516303166,-2.516303166,-2.358145283,-2.82023773,8.48273118,8.291679203,8.257804336,8.434500105,10.99352503,10.19261317,9.824882379,9.623154838,0.114603725,0.111202254,0.108107195,0.101491442,13.16619265,20.70043318,33.86662583,41.24759896,28.51007054,18.58175488,47.09182542,348.8,67.98394522,1.71861E-11,100.2158851,6.090019248,0.789685604,19.44659415,13.47416323,5.595966434,0.700432824,3.36647E-11,98.57618801,5.670712778,0.551977319,1090.01324,1260.743956,6.800543984,19.98111518,13.14276572,
352,233,1,-2.496505226,-0.448999063,-0.126395698,-2.945504289,-2.496505226,-0.448999063,-0.126395698,-2.945504289,-2.986221761,-0.559969707,0.12799428,-3.546191469,-2.986221761,-0.559969707,0.12799428,-3.546191469,-2.948228009,-0.560489233,0.097421021,-3.508717241,-3.202545967,-0.35547272,-0.119994998,-3.558018687,57.33163455,31.922088,89.25372254,0.633360859,-2.047506163,-2.047506163,-2.426252054,-2.426252054,-2.387738776,-2.847073247,8.524087135,8.364218406,8.265387674,8.322091512,10.99007162,10.30710234,9.847487681,9.575654348,0.113450124,0.110511704,0.108135867,0.103715761,14.05499691,20.26654165,34.32153855,43.11024161,29.3988748,18.14786335,47.54673815,352,69.3989769,-3.01363E-10,100.278461,6.069251353,0.793935836,19.33683032,13.53957828,5.585433599,0.745166458,-2.13275E-10,98.65695551,5.71098896,0.635272577,1149.984224,1283.652599,6.774731426,20.08285158,12.9821141,
355.2,234,1,-2.55722299,-0.372800726,-0.183616893,-2.930023716,-2.55722299,-0.372800726,-0.183616893,-2.930023716,-3.176948037,-0.549016669,0.09473461,-3.725964706,-3.176948037,-0.549016669,0.09473461,-3.725964706,-3.271749485,-0.547197577,0.096642935,-3.818947062,-3.56472269,-0.368449762,-0.113036347,-3.933172451,58.28310028,31.48624528,89.76934556,0.639340822,-2.184422263,-2.184422263,-2.627931368,-2.627931368,-2.724551908,-3.196272928,8.483203178,8.398095029,8.251901219,8.328972005,10.88204015,10.35464944,9.832661797,9.624168348,0.113406146,0.110117309,0.108307327,0.104054991,14.17278625,20.19859115,34.37137739,43.38956998,29.51666414,18.07991285,47.59657699,355.2,73.96951775,-8.72362E-11,100.239763,6.03425415,0.79324047,19.26860422,13.73033151,5.548020065,0.78819181,-1.02416E-10,98.66915001,5.67351181,0.708963688,1240.824109,1345.521826,6.733820333,20.05411505,12.98226705,
358.4,235,1,-2.563398432,-0.367834552,-0.185892795,-2.931232984,-2.563398432,-0.367834552,-0.185892795,-2.931232984,-3.287861284,-0.491359297,0.082680044,-3.779220582,-3.287861284,-0.491359297,0.082680044,-3.779220582,-3.397085588,-0.482536466,0.072516188,-3.879622054,-3.762041223,-0.380143744,-0.090681479,-4.142184967,58.95471016,31.39225573,90.34696589,0.642254919,-2.195563879,-2.195563879,-2.796501987,-2.796501987,-2.914549121,-3.381897479,8.398440833,8.345289864,8.278105314,8.343355679,10.77012012,10.27879001,9.856886924,9.609870318,0.11455099,0.110690721,0.107896618,0.103560263,13.70896355,20.49555078,34.20451434,42.36384959,29.05284144,18.37687249,47.42971393,358.4,73.56443363,5.54301E-10,100.2139977,5.972281247,0.78399317,19.26330316,13.97530368,5.488478684,0.820551872,3.84892E-10,98.53253134,5.640752056,0.752193956,1300.839084,1376.982014,6.705026049,19.71865079,12.9430157,10
361.6,236,1,-2.487886581,-0.453835455,-0.161038808,-2.941722036,-2.487886581,-0.453835455,-0.161038808,-2.941722036,-3.200868402,-0.429781462,0.069423726,-3.630649863,-3.200868402,-0.429781462,0.069423726,-3.630649863,-3.208958916,-0.474283406,0.043742686,-3.683242322,-3.648350466,-0.445564465,-0.052797069,-4.093914931,58.90279765,31.24839179,90.15118945,0.642832592,-2.034051127,-2.034051127,-2.77108694,-2.77108694,-2.734675511,-3.202786002,8.463334693,8.306072124,8.356048282,8.325546103,10.87656615,10.21814254,9.937408277,9.543231931,0.114029958,0.111085803,0.106767382,0.103310221,13.50354053,20.4734706,33.97701114,42.11056576,28.84741842,18.35479231,47.20221073,361.6,68.46509964,2.65691E-10,100.3320585,5.894591793,0.759291582,19.26774152,14.10901921,5.440265702,0.864778627,2.63649E-10,98.36408166,5.613956739,0.763986542,1333.707404,1280.372144,6.722852184,19.25374767,12.96089767,
364.8,237,1,-2.433591188,-0.566974516,-0.154735456,-3.000565705,-2.433591188,-0.566974516,-0.154735456,-3.000565705,-3.043911278,-0.370446518,0.021451414,-3.414357796,-3.043911278,-0.370446518,0.021451414,-3.414357796,-2.98660492,-0.553534492,0.04843432,-3.540139411,-3.417982848,-0.472245234,-0.043543291,-3.890228082,58.28545119,30.61059784,88.89604902,0.644330177,-1.866616672,-1.866616672,-2.67346476,-2.67346476,-2.433070428,-2.945737614,8.665806566,8.351979279,8.407251355,8.369382747,11.13751361,10.27059652,9.982727187,9.586276202,0.111397101,0.110457597,0.105931742,0.102722116,13.62921312,20.01338696,33.64260008,42.8770188,28.97309101,17.89470867,46.86779967,364.8,66.82134435,-1.00042E-09,100.4618689,5.832650762,0.736754978,19.25228728,14.08190876,5.422267997,0.901554579,-6.80294E-10,98.30278751,5.518764985,0.773662058,1366.261514,1099.065405,6.765974926,18.98762972,13.266305,
368,238,1,-2.470011284,-0.64205547,-0.15638626,-3.112066754,-2.470011284,-0.64205547,-0.15638626,-3.112066754,-2.968201341,-0.335710829,-0.035832824,-3.30391217,-2.968201341,-0.335710829,-0.035832824,-3.30391217,-2.969961886,-0.623191136,0.0822953,-3.593153021,-3.287259916,-0.368670328,-0.099446733,-3.655930244,57.6698894,29.94556536,87.61545477,0.646032968,-1.827955813,-1.827955813,-2.632490512,-2.632490512,-2.34677075,-2.918589589,8.72810987,8.418986053,8.354521388,8.521570897,11.19439083,10.3530562,9.909006002,9.78895688,0.110238716,0.109579159,0.10647534,0.101169428,13.41795481,19.84905073,33.26700555,42.77352435,28.7618327,17.73037244,46.49220514,368,71.01417041,-6.84314E-10,100.4151144,5.822444026,0.743280464,19.27354985,14.02003106,5.417700077,0.854018385,-6.22319E-10,98.28237769,5.365568278,0.829368184,1363.072633,993.3399515,6.797801262,18.94736972,13.74362491,
371.2,239,1,-2.543768356,-0.663669665,-0.141712295,-3.207438021,-2.543768356,-0.663669665,-0.141712295,-3.207438021,-2.979497746,-0.375292539,-0.042368309,-3.354790285,-2.979497746,-0.375292539,-0.042368309,-3.354790285,-3.070726291,-0.609609929,0.103992819,-3.680336219,-3.25333428,-0.221665217,-0.183850993,-3.474999497,57.32954299,29.91783892,87.24738191,0.644939036,-1.880098692,-1.880098692,-2.604205207,-2.604205207,-2.461116362,-3.031669064,8.566721839,8.418859008,8.243823417,8.660203548,10.97327441,10.35216784,9.776417233,9.97395288,0.112093493,0.109556715,0.10788734,0.09973539,12.83873534,20.2690224,33.10775774,41.40951481,28.18261324,18.1503441,46.33295733,371.2,74.08073884,1.76842E-09,100.3097783,5.882167871,0.756271331,19.38139407,14.01851673,5.411630634,0.72767604,1.17403E-09,98.19311209,5.281419632,0.914475549,1268.447235,1033.001363,6.830070253,18.93690654,14.02685402,
374.4,240,2,-2.554899348,-0.646984279,-0.137485885,-3.201883627,-2.554899348,-0.646984279,-0.137485885,-3.201883627,-3.011202589,-0.485580053,0.007536332,-3.496782642,-3.011202589,-0.485580053,0.007536332,-3.496782642,-3.08757196,-0.571471881,0.091239897,-3.659043841,-3.219533694,-0.203116202,-0.221771623,-3.422649897,57.20118207,30.29366215,87.49484423,0.642187489,-1.90791507,-1.90791507,-2.525622537,-2.525622537,-2.516100078,-3.016417492,8.486831095,8.366253627,8.200864246,8.655053683,10.87608888,10.29097221,9.728372601,9.966921957,0.113212277,0.11027392,0.108488793,0.099782025,12.7148242,20.51702515,33.23184935,40.93578922,28.05870209,18.39834686,46.45704895,374.4,71.59871521,1.61575E-09,100.3843739,5.994075977,0.721297289,19.50267512,13.97764663,5.426588377,0.713639449,1.39053E-09,98.14962008,5.334556251,0.919112121,1121.0391,1121.943814,6.88216552,18.98092886,14.04434845,
377.6,241,2,-2.48740569,-0.626459804,-0.17207294,-3.113865494,-2.48740569,-0.626459804,-0.17207294,-3.113865494,-3.037749535,-0.583509273,0.052787811,-3.621258808,-3.037749535,-0.583509273,0.052787811,-3.621258808,-3.013542735,-0.591865304,0.059310735,-3.60540804,-3.205739384,-0.340966808,-0.189168061,-3.546706192,57.34021405,30.33951409,87.67972814,0.642352251,-1.860945886,-1.860945886,-2.454240261,-2.454240261,-2.421677431,-2.864772576,8.701695381,8.334464127,8.272217755,8.590215369,11.14916796,10.26138337,9.811867847,9.874087121,0.11053587,0.110797984,0.107571176,0.100453034,13.21762399,20.04919771,33.2668217,42.26286937,28.56150188,17.93051941,46.49202129,377.6,68.8608019,-3.05223E-09,100.528613,6.112238785,0.68232336,19.50044938,13.7563711,5.491691164,1.02024367,-1.96862E-09,98.3270002,5.440884827,0.79544835,1027.845033,1159.12359,6.912795251,19.27367567,14.0395105,
380.8,242,2,-2.430910461,-0.652907199,-0.20354638,-3.08381766,-2.430910461,-0.652907199,-0.20354638,-3.08381766,-3.057427751,-0.609760136,0.049825339,-3.667187887,-3.057427751,-0.609760136,0.049825339,-3.667187887,-2.988907741,-0.650947432,0.034307648,-3.639855173,-3.295769089,-0.509446453,-0.125231264,-3.805215542,57.81743981,29.96043479,87.77787461,0.646250214,-1.778003262,-1.778003262,-2.447667615,-2.447667615,-2.337960309,-2.786322636,8.96061512,8.334160564,8.385469752,8.635206466,11.45500747,10.2656835,9.940872033,9.917348156,0.107021731,0.110861769,0.106054954,0.099948916,13.40726432,19.49407269,32.90133701,43.22459219,28.75114221,17.3753944,46.12653661,380.8,71.63948259,-3.61103E-09,100.3823775,6.194239688,0.825459239,19.3449278,13.42772096,5.589560717,1.592650098,-2.98818E-09,98.63059951,5.507101815,0.668586331,1022.973242,1167.694055,6.866209345,19.72707884,14.04048929,
384,243,2,-2.472581301,-0.730860786,-0.181807847,-3.203442087,-2.472581301,-0.730860786,-0.181807847,-3.203442087,-3.072826071,-0.59799187,0.022686938,-3.67081794,-3.072826071,-0.59799187,0.022686938,-3.67081794,-3.081913959,-0.685100994,0.031496576,-3.767014953,-3.473934109,-0.63028357,-0.068998164,-4.104217679,58.29115639,29.729251,88.02040739,0.649228389,-1.741720515,-1.741720515,-2.474834201,-2.474834201,-2.396812965,-2.843650539,8.919998631,8.304644673,8.459695498,8.72144097,11.37726016,10.22178539,10.02338735,10.02442995,0.107262977,0.111179787,0.105038922,0.099025699,12.87342228,19.65132977,32.52475205,42.25170009,28.21730017,17.53265147,45.74995165,384,76.5684057,5.11874E-09,99.92753716,6.230274149,1.293982065,19.15706985,13.23190947,5.669696368,2.123395454,3.18178E-09,98.80762632,5.558053167,0.641290243,1046.891279,1206.419536,6.766968383,20.01556607,13.77886602,
