time,cycle number,marker,delc_var_det1_HbO2,delc_var_det1_HHb,delc_var_det1_ox-redCCO,delc_var_det1_HbT,delc_INvar_det1_HbO2,delc_INvar_det1_HHb,delc_INvar_det1_ox-redCCO,delc_INvar_det1_HbT,delc_var_det2_HbO2,delc_var_det2_HHb,delc_var_det2_ox-redCCO,delc_var_det2_HbT,delc_INvar_det2_HbO2,delc_INvar_det2_HHb,delc_INvar_det2_ox-redCCO,delc_INvar_det2_HbT,delc_INvar_det3_HbO2,delc_INvar_det3_HHb,delc_INvar_det3_ox-redCCO,delc_INvar_det3_HbT,delc_INvar_det4_HbO2,delc_INvar_det4_HHb,delc_INvar_det4_ox-redCCO,delc_INvar_det4_HbT,SRS kHbO2,SRS kHHb,SRS kHbT,SRS TOI,delc_var_det1_Hbdiff,delc_INvar_det1_Hbdiff,delc_var_det2_Hbdiff,delc_INvar_det2_Hbdiff,delc_INvar_det3_Hbdiff,delc_INvar_det4_Hbdiff,DPF 690,DPF 750,DPF 790,DPF 850,Us 690,Us 750,Us 790,Us 850,Ua 690,Ua 750,Ua 790,Ua 850,MDFD_abs_C_HbO2,MDFD_abs_C_HHb,MDFD_abs_C_HbT,MDFD_StO2,MDFD_delta_C_HbO2,MDFD_delta_C_HHb,MDFD_delta_C_HbT,time (s),TCD mean velocity,TCD mean BP,TCD mean SpO2,TCD mean maxCO2,TCD mean minCO2,TF mean maxO2,TF mean minO2,TF mean maxCO2,TF mean minCO2,HR (bpm),SpO2 ,CO2 - ET ,CO2 - MIN ,TV - TV - 61664 ,TV - TV - 61665 ,MINVOL - MINVOL - 20812 ,O2 - INSP ,O2 - ET ,end challenge
595.2,309,8,-1.501631138,-0.98904617,0.186559225,-2.490677308,-1.501631138,-0.98904617,0.186559225,-2.490677308,-1.739017755,-0.690825264,0.109547182,-2.429843019,-1.739017755,-0.690825264,0.109547182,-2.429843019,-1.933796232,-0.654774171,0.05891739,-2.588570403,-2.280192584,-0.507083392,-0.16760178,-2.787275976,62.17391401,33.70174712,95.87566113,0.638575634,-0.512584968,-0.512584968,-1.048192491,-1.048192491,-1.27902206,-1.773109192,8.542082669,8.388367579,7.896110538,8.084446587,10.86852674,10.51288056,9.871003435,10.0218651,0.111916641,0.112063445,0.118753769,0.115045917,17.38211946,19.22392421,36.60604367,49.41592576,32.72599735,17.10524591,49.83124326,595.2,122.6652236,-4.818156593,99.13056676,8.487783397,5.609004176,16.76193719,14.29706774,7.750489419,5.180877757,-4.441531093,99.57927408,6.817035539,6.816878981,2679.032925,2606.656019,18.4690925,15.26952392,15.26948012,
598.4,310,8,-1.507543669,-0.883076888,0.213881452,-2.390620557,-1.507543669,-0.883076888,0.213881452,-2.390620557,-1.726692796,-0.530821832,0.16165365,-2.257514628,-1.726692796,-0.530821832,0.16165365,-2.257514628,-1.736326025,-0.575822308,0.104942899,-2.312148334,-2.081704691,-0.442348819,-0.019662369,-2.52405351,60.86115564,33.53565849,94.39681414,0.634899577,-0.624466781,-0.624466781,-1.195870964,-1.195870964,-1.160503717,-1.639355872,8.543551465,8.334552541,7.890245812,7.906663297,10.80822901,10.44235051,9.839998854,9.780494756,0.111154797,0.11276648,0.118536269,0.117364276,18.17406712,18.97252508,37.1465922,50.58660829,33.51794501,16.85384678,50.37179179,598.4,124.0628717,29.4645462,99.76424572,8.479775339,5.617876248,16.7010752,14.23462209,7.757957025,5.247191743,21.02115843,99.72647474,6.452562787,6.452866025,2734.636227,2697.738075,18.76902129,14.96214488,14.9621975,
601.6,311,8,-1.205454486,-0.861893532,0.343609762,-2.067348017,-1.205454486,-0.861893532,0.343609762,-2.067348017,-1.320772913,-0.341047438,0.258935196,-1.661820352,-1.320772913,-0.341047438,0.258935196,-1.661820352,-1.002438242,-0.35854961,0.115358927,-1.360987853,-1.287669548,-0.169830617,0.056808418,-1.457500166,59.66513481,34.27172091,93.93685573,0.627423879,-0.343560954,-0.343560954,-0.979725475,-0.979725475,-0.643888632,-1.117838931,8.669316737,8.304194341,7.931754118,7.903717287,10.90658182,10.40112998,9.847599433,9.730026498,0.108791039,0.113144541,0.117431033,0.116916711,18.239987,18.63742966,36.87741666,51.05537417,33.58386489,16.51875136,50.10261625,601.6,125.8285231,78.47552421,100.0718022,8.480605731,5.638171382,16.62501397,14.18839747,7.760563426,5.318662892,61.14750287,99.75314808,6.82707874,6.82742997,2923.353445,2899.758252,18.96894805,14.57174647,14.57183881,
604.8,312,8,-0.86235426,-0.856397744,0.446838211,-1.718752004,-0.86235426,-0.856397744,0.446838211,-1.718752004,-0.914518728,-0.293721627,0.303176679,-1.208240355,-0.914518728,-0.293721627,0.303176679,-1.208240355,-0.509448854,-0.26493007,0.108263333,-0.774378923,-0.723789561,0.009515116,-0.001451816,-0.714274445,60.21451567,35.89446603,96.1089817,0.62164974,-0.005956517,-0.005956517,-0.620797101,-0.620797101,-0.244518784,-0.733304677,8.691973547,8.302655773,7.909946416,8.040273023,10.95125568,10.40023303,9.843052195,9.889151093,0.108676107,0.113172639,0.118072978,0.114834607,17.68160924,18.77379976,36.455409,50.2635841,33.02548713,16.65512146,49.68060859,604.8,126.0840878,107.0743988,100.1003396,8.476125991,5.64747751,16.56060595,14.21441442,7.75888312,5.402544632,87.14010421,99.6069899,7.366541205,7.366031244,3043.55387,3010.009675,19.08772687,14.77969709,14.7796142,
608,313,8,-0.707515765,-0.776674675,0.440311514,-1.484190439,-0.707515765,-0.776674675,0.440311514,-1.484190439,-0.774770505,-0.384176719,0.267152407,-1.158947224,-0.774770505,-0.384176719,0.267152407,-1.158947224,-0.589483707,-0.369576036,0.112695424,-0.959059743,-0.755726192,-0.129834735,-0.085205707,-0.885560927,61.93928566,37.63182294,99.5711086,0.619223803,0.06915891,0.06915891,-0.390593787,-0.390593787,-0.219907671,-0.625891457,8.557891668,8.28255372,7.826270269,8.117848314,10.83314203,10.35607059,9.785989847,9.991212772,0.111062666,0.1132358,0.119883852,0.113707501,17.16857512,19.26570415,36.43427926,49.10055051,32.51245301,17.14702585,49.65947886,608,124.8498158,106.1782965,100.0743503,8.476622478,5.658954938,16.52233728,14.26931583,7.762056037,5.512780032,87.08282062,99.44548176,7.358208895,7.35745182,2970.636672,2903.539461,19.23084604,15.33361909,15.33342937,
611.2,314,8,-0.735791085,-0.670551588,0.377269533,-1.406342673,-0.735791085,-0.670551588,0.377269533,-1.406342673,-0.852645961,-0.476810908,0.200743077,-1.32945687,-0.852645961,-0.476810908,0.200743077,-1.32945687,-0.940322882,-0.506200374,0.104990829,-1.446523256,-1.12893106,-0.436583342,-0.102271228,-1.565514402,63.49593965,38.75031157,102.2462512,0.61905232,-0.065239496,-0.065239496,-0.375835053,-0.375835053,-0.434122508,-0.692347719,8.460902017,8.269894964,7.80485854,8.033507138,10.71780192,10.29638724,9.739086882,9.878598431,0.112491494,0.112932005,0.119910414,0.114791386,17.23245549,19.41058025,36.64303574,49.01791521,32.57633338,17.29190195,49.86823533,611.2,124.9941724,98.65616451,100.1273393,8.500518377,5.689208015,16.5235208,14.27709703,7.774105354,5.621033869,78.97727873,99.38542002,6.93963501,6.940462349,2815.074131,2718.218074,19.40490201,15.39192343,15.39204587,
614.4,315,8,-0.728274754,-0.601563776,0.354262224,-1.32983853,-0.728274754,-0.601563776,0.354262224,-1.32983853,-0.873072889,-0.471572211,0.161269752,-1.3446451,-0.873072889,-0.471572211,0.161269752,-1.3446451,-1.06725118,-0.515782694,0.064220192,-1.583033874,-1.362375466,-0.543619952,-0.083254431,-1.905995417,64.59278089,39.26309098,103.8558719,0.620158757,-0.126710978,-0.126710978,-0.401500678,-0.401500678,-0.551468485,-0.818755514,8.523827948,8.309110282,7.87951312,7.906716994,10.75098981,10.306879,9.74971552,9.715021524,0.111179479,0.111983434,0.117763152,0.116642098,17.67677595,18.98682063,36.66359657,50.0537314,33.02065384,16.86814233,49.88879617,614.4,127.8905984,101.9052247,100.3051134,8.536005011,5.70859213,16.56537833,14.22554411,7.787994059,5.684611226,82.79338972,99.36455537,6.735946812,6.737529332,2755.122733,2682.815632,19.49126395,14.859723,14.86010415,
617.6,316,8,-0.527039389,-0.573046744,0.399740096,-1.100086133,-0.527039389,-0.573046744,0.399740096,-1.100086133,-0.627964715,-0.398916002,0.175802159,-1.026880717,-0.627964715,-0.398916002,0.175802159,-1.026880717,-0.747141253,-0.428218725,0.040592893,-1.175359978,-1.134934713,-0.329379407,-0.071419212,-1.464314121,65.21405714,39.3702865,104.5843436,0.621673999,0.046007355,0.046007355,-0.229048713,-0.229048713,-0.318922528,-0.805555306,8.629570368,8.347031804,7.911838255,7.919947116,10.83477453,10.35043038,9.736206843,9.740561975,0.10919214,0.111418326,0.116641436,0.116702225,17.8431317,18.60012493,36.44325663,50.71473175,33.18700959,16.48144664,49.66845623,617.6,130.8979288,108.8052878,100.4884172,8.552711781,5.688466683,16.59903028,14.17634602,7.794731454,5.708264453,95.08172001,99.30230724,6.877257753,6.875979873,2812.028517,2818.311348,19.44488754,14.57795208,14.57778961,
620.8,317,9,-0.282403421,-0.642395278,0.473139779,-0.924798699,-0.282403421,-0.642395278,0.473139779,-0.924798699,-0.246377221,-0.37777946,0.23294882,-0.624156681,-0.246377221,-0.37777946,0.23294882,-0.624156681,-0.210491284,-0.391847703,0.091658943,-0.602338987,-0.54639916,-0.072154633,-0.051340558,-0.618553792,64.61132183,38.74449045,103.3558123,0.622692517,0.359991858,0.359991858,0.131402239,0.131402239,0.181356419,-0.474244527,8.624681288,8.293319073,7.816291,8.092651315,10.80965126,10.31016451,9.644378198,9.959154481,0.108971652,0.112418197,0.118438294,0.114307754,17.38444229,18.80719937,36.19164166,49.93611966,32.72832018,16.68852108,49.41684126,620.8,131.2486555,108.2175622,100.4164178,8.549359148,5.698642153,16.55249214,14.18242781,7.796664576,5.731818644,99.81209705,99.24850218,7.007675851,7.00444988,2881.707216,2941.701531,19.39060012,14.98496297,14.98421238,
624,318,9,-0.252065713,-0.881094523,0.53064486,-1.133160236,-0.252065713,-0.881094523,0.53064486,-1.133160236,-0.035587215,-0.48555143,0.292069418,-0.521138645,-0.035587215,-0.48555143,0.292069418,-0.521138645,0.127418702,-0.46572712,0.17805991,-0.338308418,-0.027559425,-0.070940697,-0.019109711,-0.098500122,62.64268464,37.30384267,99.94652731,0.623055785,0.62902881,0.62902881,0.449964216,0.449964216,0.593145823,0.043381272,8.536938599,8.175293837,7.74525346,8.25690823,10.70115485,10.18909112,9.627003224,10.1469428,0.110118126,0.114310532,0.120388155,0.111684475,16.62451641,19.34700688,35.97152329,48.42625756,31.9683943,17.22832859,49.19672288,624,129.9385007,103.2160564,100.0162987,8.555956924,5.856428959,16.4260109,14.22230997,7.807186843,5.769098949,93.11346961,99.28105373,7.008125902,7.00995774,2905.073303,2930.39086,19.45217935,15.38510407,15.38527517,
627.2,319,9,-0.381811575,-1.173067013,0.566544926,-1.554878588,-0.381811575,-1.173067013,0.566544926,-1.554878588,-0.041546225,-0.661316471,0.323814311,-0.702862696,-0.041546225,-0.661316471,0.323814311,-0.702862696,0.165057884,-0.542419374,0.20456462,-0.377361489,0.147807714,-0.270822682,-0.006390085,-0.123014968,60.99137254,36.14111053,97.13248307,0.623114029,0.791255438,0.791255438,0.619770246,0.619770246,0.707477258,0.418630396,8.526572719,8.130134908,7.880828336,8.24785091,10.68941945,10.13287958,9.843059337,10.11781907,0.110320543,0.114986898,0.118939542,0.111514462,16.2591844,19.47504362,35.73422802,47.89924874,31.60306229,17.35636533,48.95942762,627.2,129.6165367,101.9012658,99.593941,8.583629038,6.143017461,16.3075278,14.22890861,7.834123483,5.799911355,86.05658147,99.36663851,7.077505125,7.083940913,2906.972945,2849.22061,19.60181551,15.06872904,15.07018015,
630.4,320,9,-0.35304382,-1.282156782,0.600754113,-1.635200603,-0.35304382,-1.282156782,0.600754113,-1.635200603,-0.00963982,-0.758465692,0.339106798,-0.768105512,-0.00963982,-0.758465692,0.339106798,-0.768105512,0.183337051,-0.514369227,0.15858643,-0.331032176,0.133872679,-0.405575111,-0.009051929,-0.271702432,61.4380416,36.47860602,97.91664763,0.622971968,0.929112962,0.929112962,0.748825872,0.748825872,0.697706278,0.53944779,8.683512679,8.219945797,8.113655617,8.08711599,10.8821855,10.22402043,10.12928669,9.928487504,0.10831684,0.11361423,0.115421545,0.113886774,16.77031733,18.87201467,35.642332,49.276772,32.11419522,16.75333637,48.8675316,630.4,130.7481138,103.9433313,99.52753339,8.607352712,6.38236301,16.26463136,14.16311298,7.86733726,5.811142748,87.16424472,99.41898751,7.251584682,7.249287517,2911.177012,2811.714644,19.7435467,14.46335306,14.46329278,
633.6,321,9,-0.094403959,-1.17271513,0.637588952,-1.267119089,-0.094403959,-1.17271513,0.637588952,-1.267119089,0.149480155,-0.720646989,0.360127898,-0.571166834,0.149480155,-0.720646989,0.360127898,-0.571166834,0.323427685,-0.445438674,0.125504891,-0.122010989,0.127658538,-0.388869038,0.013855401,-0.2612105,63.53653491,37.89595438,101.4324893,0.623116926,1.078311171,1.078311171,0.870127144,0.870127144,0.768866358,0.516527576,8.89992703,8.337883299,8.156167852,7.957417791,11.14831966,10.35956352,10.15358647,9.81097746,0.105507204,0.111890236,0.11445923,0.116226436,17.83997948,18.06301792,35.9029974,51.51530503,33.18385737,15.94433962,49.128197,633.6,131.8763773,104.2418308,99.80917558,8.611910431,6.457606641,16.27656231,14.05002339,7.88912578,5.808590417,92.21783682,99.41864157,7.367610798,7.355017635,2898.643817,2823.637575,19.8338598,14.42441407,14.42165767,
636.8,322,9,0.045114129,-1.061294818,0.64332759,-1.016180689,0.045114129,-1.061294818,0.64332759,-1.016180689,0.140725706,-0.662209173,0.374636452,-0.521483467,0.140725706,-0.662209173,0.374636452,-0.521483467,0.263788546,-0.477098486,0.152592324,-0.21330994,-0.059552539,-0.375562625,0.053199912,-0.435115164,65.36677059,38.64196056,104.0087312,0.625422419,1.106408948,1.106408948,0.802934879,0.802934879,0.740887032,0.316010087,8.946658282,8.349859824,7.97333258,7.995035212,11.20395238,10.39900629,9.909779039,9.904793503,0.104882547,0.111924311,0.117014708,0.116220469,18.34059457,17.9211382,36.26173277,52.24389406,33.68447246,15.80245991,49.48693236,636.8,132.3343026,102.6860959,100.0374678,8.621324608,6.432952064,16.29547646,13.95791576,7.895142538,5.797115572,92.8386543,99.39755643,7.387408652,7.389469355,2844.989877,2806.945594,19.87178574,14.9161618,14.91577585,
640,323,9,-0.198324741,-1.09623264,0.584522117,-1.294557382,-0.198324741,-1.09623264,0.584522117,-1.294557382,-0.258018285,-0.699205716,0.345846657,-0.957224001,-0.258018285,-0.699205716,0.345846657,-0.957224001,-0.288074016,-0.605661812,0.182593453,-0.893735828,-0.67110392,-0.471011677,0.04712238,-1.142115597,66.08425183,37.82733935,103.9115912,0.631309073,0.897907899,0.897907899,0.44118743,0.44118743,0.317587796,-0.200092243,8.712931907,8.257492637,7.842923253,8.129030149,10.91792747,10.33694362,9.752164076,10.08464729,0.107973177,0.113700797,0.11901866,0.11445339,17.51271963,18.72851172,36.24123135,50.27352428,32.85659752,16.60983342,49.46643094,640,132.9996554,103.403576,99.93205411,8.659119508,6.4005544,16.31086991,13.93846114,7.897822431,5.781220972,88.57497097,99.36617485,7.375593711,7.399796635,2763.963798,2726.636465,19.89397214,15.21870431,15.22385054,
643.2,324,9,-0.577763971,-1.182748304,0.498748941,-1.760512275,-0.577763971,-1.182748304,0.498748941,-1.760512275,-0.746556821,-0.761275428,0.276863629,-1.50783225,-0.746556821,-0.761275428,0.276863629,-1.50783225,-0.972701664,-0.679401883,0.162402771,-1.652103547,-1.368762501,-0.560174585,-0.013692661,-1.928937086,66.22954239,36.48865169,102.7181941,0.637856192,0.604984333,0.604984333,0.014718607,0.014718607,-0.293299781,-0.808587915,8.370202422,8.16726801,7.924656758,8.167422817,10.50671464,10.26051533,9.861801999,10.10840606,0.112579128,0.11532471,0.11786831,0.113631224,16.19362927,19.76291997,35.95654925,47.46873174,31.53750716,17.64424168,49.18174884,643.2,134.4366752,106.9200807,99.67696676,8.703362923,6.337373055,16.32666202,13.9721636,7.908643072,5.771727502,85.97798864,99.31527399,7.302744311,7.303229588,2700.599419,2637.10012,20.01467171,15.08487574,15.0865364,
646.4,325,9,-0.688027562,-1.204035814,0.484989808,-1.892063376,-0.688027562,-1.204035814,0.484989808,-1.892063376,-0.842448243,-0.708990765,0.237591552,-1.551439008,-0.842448243,-0.708990765,0.237591552,-1.551439008,-1.10252032,-0.613506825,0.134452711,-1.716027144,-1.463321566,-0.488509046,-0.052930224,-1.951830612,65.86363756,36.05560346,101.919241,0.63877352,0.516008251,0.516008251,-0.133457478,-0.133457478,-0.489013495,-0.97481252,8.236520569,8.168657771,8.04833946,8.046638776,10.34710113,10.24286649,10.01250881,9.931832897,0.114341882,0.11511177,0.115959783,0.115071845,15.99039925,19.97429223,35.96469148,46.95758731,31.33427714,17.85561393,49.18989108,646.4,135.3343484,108.5908284,99.58262545,8.708153807,6.203347736,16.33495293,13.98937404,7.923787141,5.758786092,88.54424434,99.24216914,7.143702806,7.09795691,2666.669586,2593.275822,20.3229753,14.90827578,14.89882422,
649.6,326,9,-0.543339796,-1.203905371,0.578984807,-1.747245166,-0.543339796,-1.203905371,0.578984807,-1.747245166,-0.545283123,-0.57605857,0.283735939,-1.121341693,-0.545283123,-0.57605857,0.283735939,-1.121341693,-0.59014909,-0.487733678,0.154063608,-1.077882769,-0.867780184,-0.3015592,-0.012801233,-1.169339384,64.37821472,36.52772006,100.9059348,0.632055242,0.660565575,0.660565575,0.030775447,0.030775447,-0.102415412,-0.566220983,8.448832335,8.267566783,8.050386348,7.917202609,10.59417369,10.31649415,10.00881843,9.777046274,0.111351657,0.11320655,0.115868794,0.117028662,17.11745286,19.13549262,36.25294548,49.27840246,32.46133075,17.01681432,49.47814507,649.6,133.91819,105.7633182,99.63852413,8.658603266,6.060702112,16.33898943,13.96427187,7.93160886,5.704796696,92.73872194,99.14067788,7.014016552,7.004865213,2603.44887,2562.095751,20.70519201,14.94948909,14.94465699,
652.8,327,9,-0.442769765,-1.21145222,0.682927819,-1.654221985,-0.442769765,-1.21145222,0.682927819,-1.654221985,-0.27073666,-0.504535949,0.365705796,-0.775272608,-0.27073666,-0.504535949,0.365705796,-0.775272608,-0.059852215,-0.412178188,0.192072777,-0.472030403,-0.270147181,-0.179187841,0.064376548,-0.449335022,62.45994043,37.08526925,99.54520968,0.623527054,0.768682455,0.768682455,0.233799289,0.233799289,0.352325974,-0.09095934,8.803117438,8.364544898,8.02551855,7.933482199,11.02306945,10.42388145,9.991098854,9.837060179,0.106647395,0.111725795,0.116444639,0.117279853,18.11936536,18.15158026,36.27094562,51.67273078,33.46324325,16.03290197,49.49614522,652.8,130.6910838,102.4569847,99.66841716,8.586742479,5.965884107,16.34988077,13.95458287,7.931107612,5.614003596,93.77455663,99.01314471,7.015544307,7.100899263,2475.552212,2480.31274,20.92969815,15.09033081,15.10751177,20
656,328,10,-0.399640448,-1.093588378,0.688239779,-1.493228826,-0.399640448,-1.093588378,0.688239779,-1.493228826,-0.167527768,-0.489504961,0.386123196,-0.657032729,-0.167527768,-0.489504961,0.386123196,-0.657032729,0.076735447,-0.393292933,0.199172201,-0.316557486,-0.133438749,-0.160367363,0.095595859,-0.293806112,62.14652854,37.78681795,99.93334649,0.61942657,0.69394793,0.69394793,0.321977193,0.321977193,0.47002838,0.026928615,8.957742262,8.323273849,8.075496947,8.05691708,11.24782564,10.41090975,10.08921203,10.02971642,0.105080055,0.112757904,0.116147224,0.115950314,17.89112256,18.06957472,35.96069728,51.5646016,33.23500045,15.95089643,49.18589688,656,128.1292954,103.6803268,99.68315817,8.541538578,5.807705304,16.35012293,14.01555447,7.93402152,5.563458186,91.08520829,98.90979161,7.085327173,7.117757736,2384.418173,2379.624601,20.94335769,15.23491282,15.24704662,30
659.2,329,10,-0.15555624,-0.790170866,0.620800912,-0.945727106,-0.15555624,-0.790170866,0.620800912,-0.945727106,0.033940984,-0.408392022,0.335945739,-0.374451038,0.033940984,-0.408392022,0.335945739,-0.374451038,0.117786224,-0.369139067,0.194718522,-0.251352844,-0.109902371,-0.098879405,0.059629185,-0.208781776,64.00993674,39.1219602,103.1318969,0.619424786,0.634614627,0.634614627,0.442333005,0.442333005,0.486925291,-0.011022966,8.79896543,8.146679395,8.096630041,8.157469113,11.10507144,10.22204189,10.13589252,10.15184009,0.107776672,0.115592432,0.116027433,0.114444141,16.85400181,18.90566395,35.75966576,49.36950215,32.1978797,16.78698565,48.98486536,659.2,127.4808267,107.9742074,99.7290857,8.546915467,5.387365698,16.33067746,14.11315157,7.943953316,5.561356224,87.29347424,98.90139063,7.117269373,6.957006296,2465.490163,2368.885426,20.92505074,15.31408518,15.28203772,
662.4,330,10,0.257741916,-0.5267607,0.578765826,-0.269018785,0.257741916,-0.5267607,0.578765826,-0.269018785,0.402266967,-0.268881573,0.287044713,0.133385394,0.402266967,-0.268881573,0.287044713,0.133385394,0.367265241,-0.32434273,0.210712495,0.042922511,0.163369696,0.055626071,0.001106928,0.218995768,66.15360408,40.36618172,106.5197858,0.620702499,0.784502616,0.784502616,0.67114854,0.67114854,0.691607972,0.107743625,8.554134887,8.015519088,8.007317967,8.196746041,10.81569034,10.03951313,9.990830037,10.15178804,0.111048973,0.117211318,0.116883965,0.113337092,16.01412264,19.69698956,35.7111122,47.41937944,31.35800053,17.57831127,48.93631179,662.4,127.6173624,109.9919842,99.61289989,8.565754162,4.662909643,16.37358283,14.16471852,7.945761623,5.409476939,84.68086685,98.9915382,7.114897202,7.02496943,2661.327658,2480.117324,21.01731839,15.02649891,14.99778031,
665.6,331,10,0.445296497,-0.542037253,0.578175785,-0.096740756,0.445296497,-0.542037253,0.578175785,-0.096740756,0.53159067,-0.202191125,0.262866962,0.329399545,0.53159067,-0.202191125,0.262866962,0.329399545,0.47475626,-0.323429618,0.220935688,0.151326641,0.290103905,0.119845259,-0.041585296,0.409949164,67.13698825,40.36197735,107.4989656,0.623700346,0.98733375,0.98733375,0.733781795,0.733781795,0.798185878,0.170258646,8.498878589,8.065923682,7.931239018,8.188476473,10.71034254,10.07095092,9.833026673,10.09554888,0.111259539,0.116137782,0.117239912,0.113018726,15.91773136,19.66567257,35.58340393,47.32567939,31.26160925,17.54699428,48.80860353,665.6,127.3656734,108.269573,99.25720811,8.501101297,3.830657258,16.59377357,14.13710441,7.927668732,4.882365358,83.63677882,99.09666941,7.151637669,7.482448045,2753.239901,2618.379051,21.16218644,14.3212273,14.39297018,
668.8,332,10,0.252198624,-0.713076076,0.561827603,-0.460877452,0.252198624,-0.713076076,0.561827603,-0.460877452,0.163384214,-0.234138108,0.221688646,-0.070753894,0.163384214,-0.234138108,0.221688646,-0.070753894,-0.008490496,-0.420847347,0.201111258,-0.429337844,-0.241971912,-0.05054282,-0.06936,-0.292514732,68.06220351,39.80344344,107.865647,0.628743786,0.9652747,0.9652747,0.397522322,0.397522322,0.412356851,-0.191429092,8.636923297,8.225581821,7.974531014,8.104476469,10.83937354,10.28213646,9.861410873,9.993293305,0.108968144,0.11401434,0.116306223,0.11432548,16.57920467,18.99487076,35.57407543,48.89358794,31.92308256,16.87619247,48.79927503,668.8,127.2754775,105.8510007,99.16347643,8.273796926,3.149292738,16.95733688,14.07705739,7.891604731,4.081065242,83.34230785,99.13059751,7.278054529,7.524295216,2668.187391,2700.262273,21.24618438,14.02413907,14.09842158,
672,333,10,0.045229605,-0.707210947,0.522950372,-0.661981343,0.045229605,-0.707210947,0.522950372,-0.661981343,-0.29609348,-0.261308901,0.163208997,-0.557402381,-0.29609348,-0.261308901,0.163208997,-0.557402381,-0.757516691,-0.556048664,0.184607594,-1.313565355,-1.062603477,-0.308858775,-0.091524782,-1.371462251,70.3253642,40.68489112,111.0102553,0.631647454,0.752440552,0.752440552,-0.034784579,-0.034784579,-0.201468028,-0.753744702,8.778808633,8.336163344,8.035320955,7.968320485,10.992056,10.46414558,9.966394308,9.852430905,0.106935201,0.112939663,0.115754009,0.116563393,17.53817739,18.38008498,35.91826237,50.74982863,32.88205528,16.26140669,49.14346197,672,128.2480454,105.039867,99.82433351,7.924232582,2.737174796,17.26886428,14.07126111,7.815025169,3.420630135,83.36945196,99.08438117,7.510469386,6.283565674,2591.767458,2759.245545,21.28062684,15.04517489,14.67251314,
675.2,334,10,0.207252073,-0.438537812,0.513891511,-0.23128574,0.207252073,-0.438537812,0.513891511,-0.23128574,-0.252135997,-0.222004414,0.140948866,-0.474140411,-0.252135997,-0.222004414,0.140948866,-0.474140411,-0.966846845,-0.578966164,0.191442938,-1.545813009,-1.289011242,-0.402085171,-0.098800341,-1.691096412,72.98060415,43.30965622,116.2902604,0.628498946,0.645789885,0.645789885,-0.030131582,-0.030131582,-0.387880681,-0.886926071,8.837141224,8.328957196,7.997360728,7.918613932,11.04298179,10.47727126,9.958639507,9.792870962,0.106056429,0.11329106,0.116776857,0.117165985,18.01964535,18.19420806,36.21385341,51.56694573,33.36352324,16.07552976,49.439053,675.2,129.3649131,105.428554,100.6840005,7.606467761,2.549742241,17.40251417,14.17840033,7.639216211,3.173197168,84.12623727,99.01655962,7.810530369,4.276208583,2689.073533,2844.821291,21.37236363,16.93487405,15.54755235,
678.4,335,10,0.618078282,-0.1288849,0.537701929,0.489193382,0.618078282,-0.1288849,0.537701929,0.489193382,0.267493757,-0.139940568,0.159827065,0.127553189,0.267493757,-0.139940568,0.159827065,0.127553189,-0.456599449,-0.419316531,0.178209168,-0.87591598,-0.769535419,-0.305462938,-0.079122668,-1.074998357,74.09910993,45.65941447,119.7585244,0.622148006,0.746963182,0.746963182,0.407434326,0.407434326,-0.037282918,-0.46407248,8.863518273,8.242902304,7.935564918,8.023446956,11.05697925,10.35993942,9.908605192,9.906442595,0.105574678,0.11440659,0.118028563,0.115376316,17.70678059,18.32540977,36.03219036,51.10124551,33.05065848,16.20673148,49.25738996,678.4,128.5444903,105.6247099,100.597493,7.449849021,2.482036808,17.43234928,14.36381271,7.3535135,3.191225336,85.39963884,98.98602579,8.023097204,2.952899502,2862.500609,2892.740962,21.5767385,18.22047593,15.58477267,
681.6,336,10,0.838834529,0.03552178,0.527388641,0.874356309,0.838834529,0.03552178,0.527388641,0.874356309,0.643879548,-0.049402597,0.158875986,0.594476951,0.643879548,-0.049402597,0.158875986,0.594476951,0.060294523,-0.213119377,0.123259835,-0.152824854,-0.295386939,-0.209137509,-0.045821568,-0.504524449,73.53262612,46.07337238,119.6059985,0.618938159,0.80331275,0.80331275,0.693282145,0.693282145,0.273413901,-0.08624943,8.859495283,8.16783041,7.966589483,8.135518852,11.0634611,10.26861653,9.9854699,10.06554208,0.105703214,0.115487994,0.11806233,0.114032832,17.22504203,18.54449837,35.76954039,50.28294571,32.56891992,16.42582007,48.99473999,681.6,125.7553374,104.423588,99.55560339,7.440480236,2.431714598,17.46362178,14.51736153,7.061075522,3.184182747,85.82751262,98.99997435,7.941799714,2.864204631,2912.135698,2819.55997,21.8302701,18.27869752,14.67896144,
