time,cycle number,marker,delc_var_det1_HbO2,delc_var_det1_HHb,delc_var_det1_ox-redCCO,delc_var_det1_HbT,delc_INvar_det1_HbO2,delc_INvar_det1_HHb,delc_INvar_det1_ox-redCCO,delc_INvar_det1_HbT,delc_var_det2_HbO2,delc_var_det2_HHb,delc_var_det2_ox-redCCO,delc_var_det2_HbT,delc_INvar_det2_HbO2,delc_INvar_det2_HHb,delc_INvar_det2_ox-redCCO,delc_INvar_det2_HbT,delc_INvar_det3_HbO2,delc_INvar_det3_HHb,delc_INvar_det3_ox-redCCO,delc_INvar_det3_HbT,delc_INvar_det4_HbO2,delc_INvar_det4_HHb,delc_INvar_det4_ox-redCCO,delc_INvar_det4_HbT,SRS kHbO2,SRS kHHb,SRS kHbT,SRS TOI,delc_var_det1_Hbdiff,delc_INvar_det1_Hbdiff,delc_var_det2_Hbdiff,delc_INvar_det2_Hbdiff,delc_INvar_det3_Hbdiff,delc_INvar_det4_Hbdiff,DPF 690,DPF 750,DPF 790,DPF 850,Us 690,Us 750,Us 790,Us 850,Ua 690,Ua 750,Ua 790,Ua 850,MDFD_abs_C_HbO2,MDFD_abs_C_HHb,MDFD_abs_C_HbT,MDFD_StO2,MDFD_delta_C_HbO2,MDFD_delta_C_HHb,MDFD_delta_C_HbT,time (s),TCD mean velocity,TCD mean BP,TCD mean SpO2,TCD mean maxCO2,TCD mean minCO2,TF mean maxO2,TF mean minO2,TF mean maxCO2,TF mean minCO2,HR (bpm),HR ,SpO2 ,CO2 - ET ,CO2 - MIN ,TV - TV - 61664 ,TV - TV - 61665 ,MINVOL - MINVOL - 20812 ,MINVOL - MINVOL - 20816 ,O2 - INSP ,O2 - ET ,end challenge
1120,354,0,3.442641699,1.321590069,0.374124662,4.764231768,3.432238882,1.315265512,0.372775077,4.747504394,4.75071699,1.440586768,0.164988154,6.191303758,4.740995048,1.433264183,0.164692937,6.174259231,5.830245353,0.773094926,-0.107866357,6.603340279,5.946414961,1.741597205,0.111676115,7.688012166,73.95344153,41.83159461,115.7850361,0.638705436,2.121051629,2.11697337,3.310130222,3.307730865,5.057150426,4.204817756,7.095718913,7.440640548,6.888210989,5.929850215,8.17546267,7.224564224,6.308570237,6.688304222,0.121765446,0.097984378,0.099807029,0.142574923,26.62280957,17.63245707,44.25526664,60.20874981,-0.279214824,1.799777725,1.520562901,1123.2,44.66908829,98.73790549,100.1258826,4.20312058,0.056658482,20.57557264,15.35336139,4.258837481,0.012838861,67.55465546,68.42294208,98.5046579,4.255818718,0.006003078,1395.92968,1448.152483,9.353155369,9.569358339,21.0053288,13.89794811,
1123.2,355,0,3.350353658,1.31319985,0.415786508,4.663553508,3.262330743,1.279868563,0.405118601,4.542199305,4.578889104,1.377470662,0.206318923,5.956359766,4.463014535,1.341186017,0.201598305,5.804200552,5.443420769,0.709044768,-0.107373892,6.152465537,5.562067037,1.627703944,0.129329073,7.189770981,74.31521816,42.48362736,116.7988455,0.636263019,2.037153808,1.98246218,3.201418442,3.121828518,4.734376,3.934363093,7.151636399,7.494568977,6.746515339,5.86439907,8.255668309,7.286054379,6.158225135,6.623644899,0.121068403,0.097317297,0.101623302,0.144522826,27.65140359,17.27890574,44.93030933,61.53135218,0.749379194,1.446226396,2.19560559,1126.4,45.98778404,97.81198279,100.0891039,4.194763952,0.018245397,20.59741215,15.28986687,4.21044822,0.015266008,67.62484863,68.1372866,98.45066864,4.143601925,0.048246696,1508.17579,1523.536109,9.636909096,9.835207988,21.00571449,14.74477077,
1126.4,356,0,3.218614292,1.364790793,0.42113672,4.583405085,3.086861126,1.314156582,0.404894339,4.401017709,4.390992372,1.309107019,0.239255377,5.70009939,4.211982847,1.257905525,0.230856986,5.469888372,5.121684608,0.640326948,-0.077418582,5.762011556,5.361545629,1.639238249,0.091568093,7.000783878,73.79706446,42.98488629,116.7819507,0.631897199,1.853823499,1.772704544,3.081885353,2.954077321,4.48135766,3.722307381,7.067280525,7.435105847,6.653851125,5.676351026,8.165628132,7.244570444,6.080445183,6.433549722,0.122680412,0.098246971,0.103063922,0.149896099,29.26453798,17.20770289,46.47224087,62.95634444,2.362513588,1.375023544,3.737537132,1129.6,45.96782525,97.68697964,99.82006562,4.179950091,0.018115143,20.62686742,15.3087936,4.175634843,0.016991072,69.768545,68.02735474,98.3078544,4.140763377,0.098172948,1288.832486,1271.373626,9.780715013,9.983974576,20.99773104,15.12022532,
1129.6,357,0,3.031987538,1.442225928,0.382431015,4.474213466,2.930653412,1.398969788,0.369670415,4.3296232,4.173440249,1.269795929,0.240674374,5.443236178,4.033093466,1.230247437,0.233049631,5.263340903,4.890065437,0.567874476,-0.040486736,5.457939913,5.241774982,1.687317766,0.048184661,6.929092748,72.98321007,43.17704111,116.1602512,0.628311931,1.589761609,1.531683624,2.903644321,2.80284603,4.322190961,3.554457216,6.916235927,7.313275024,6.697066768,5.55150024,8.002464334,7.150384839,6.147622799,6.26680404,0.125452941,0.100241408,0.102790639,0.152461513,29.49291148,17.67391884,47.16683032,62.53467111,2.59088709,1.841239494,4.432126584,1132.8,45.05632399,97.08160541,99.68584046,4.18502124,0.037113935,20.63155751,15.36881114,4.160635487,0.01925805,69.68536532,68.10054848,98.31579716,4.197138508,0.111042739,1047.770549,1020.351042,9.667660227,9.840643832,20.99676228,15.06078506,
1132.8,358,0,2.831018191,1.483863504,0.344838708,4.314881695,2.773849863,1.454195241,0.33759739,4.228045104,3.932640546,1.268620377,0.219297493,5.201260923,3.85307031,1.243757955,0.21435839,5.096828265,4.624603631,0.509773462,-0.029987615,5.134377093,4.951426147,1.669756948,0.047039358,6.621183095,72.85519009,43.16237966,116.0175698,0.628016408,1.347154687,1.319654622,2.66402017,2.609312355,4.114830169,3.2816692,6.925664704,7.186320091,6.775769368,5.61787012,8.034776779,7.052240777,6.242768397,6.287270746,0.12558215,0.102457349,0.101988102,0.149454945,28.35167585,18.13063781,46.48231366,60.99250126,1.449651455,2.297958464,3.747609919,1136,45.02639395,94.53642766,99.81430537,4.237272407,0.041693782,20.59776339,15.32164692,4.169139388,0.02292405,65.43742478,67.8347247,98.58082938,4.213383021,0.074466386,986.6436931,971.0806405,9.373595911,9.496400225,21.00088868,14.94057021,
1136,359,0,2.768240076,1.407715171,0.363836835,4.175955248,2.712460119,1.382238284,0.356131699,4.094698402,3.852885298,1.253747556,0.202426489,5.106632854,3.777942103,1.23016684,0.197812224,5.008108944,4.459138251,0.48005035,-0.049962069,4.9391886,4.673646162,1.631633073,0.064061299,6.305279235,73.64381296,42.93048911,116.5743021,0.631755297,1.360524905,1.330221835,2.599137742,2.547775263,3.979087901,3.042013089,7.141386235,7.086186252,6.78376569,5.781494939,8.278382357,6.964776258,6.255583322,6.466749998,0.121803967,0.104085904,0.102031064,0.145165833,27.65128572,17.9332409,45.58452663,60.65665794,0.749261333,2.100561556,2.849822889,1139.2,46.37527441,91.4072569,99.96033371,4.316884819,0.038487597,20.55477545,15.17855003,4.194846746,0.02698476,61.48630646,66.82742524,98.95675943,4.18403043,0.024296896,1006.570507,995.9106981,9.109337685,9.226502995,21.00179662,14.9653498,
1139.2,360,0,2.861682393,1.209964401,0.426415011,4.071646794,2.778020791,1.183188022,0.413477441,3.961208812,3.934529312,1.174949024,0.205187083,5.109478336,3.82407277,1.146892015,0.198255286,4.970964785,4.43838854,0.447173837,-0.073647332,4.885562377,4.595868245,1.653167338,0.055014181,6.249035583,74.82714929,42.26356307,117.0907124,0.639068913,1.651717991,1.594832769,2.759580288,2.677180756,3.991214703,2.942700907,7.328854046,7.050239272,6.736446998,5.847538942,8.439174103,6.910188011,6.204956869,6.599034998,0.117817606,0.104289447,0.102685726,0.14485965,28.35765457,17.26131395,45.61896852,62.09464282,1.455630181,1.428634604,2.884264785,1142.4,48.07152213,89.85697804,99.87956777,4.368678881,0.047485557,20.53767218,15.09084488,4.218293573,0.029696003,62.24720284,65.49874223,99.25735933,4.190338975,-0.002428942,982.9594393,953.5195787,9.00494399,9.170478278,20.99970269,15.04171746,
1142.4,361,0,2.841382791,1.048501699,0.448900923,3.88988449,2.745981408,1.021937903,0.433371962,3.76791931,3.775254458,1.075767985,0.220433451,4.851022443,3.650587339,1.047924545,0.211740698,4.698511884,4.154715679,0.384625739,-0.074701119,4.539341418,4.365272161,1.694281609,0.03258959,6.05955377,75.72158493,41.29622695,117.0178119,0.6471206,1.792881092,1.724043505,2.699486473,2.602662794,3.770089939,2.670990552,7.294730496,7.101338115,6.708829874,5.786104003,8.35312647,6.930041305,6.176859016,6.584014166,0.117737223,0.103062578,0.103043098,0.147662089,29.31098121,16.92437822,46.23535943,63.32021326,2.408956823,1.091698869,3.500655692,1145.6,49.11407553,89.38210883,99.6394315,4.372434041,0.054689955,20.5413149,15.12191577,4.224747726,0.03028621,64.1533849,64.59860893,99.43737696,4.252167625,-0.007305779,967.8638441,914.1791238,9.010439928,9.220373237,20.99902182,15.02945554,
1145.6,362,0,2.472466033,1.091045416,0.384681831,3.563511449,2.395077586,1.063662513,0.37211642,3.458740099,3.101822823,1.043046688,0.233865966,4.144869511,3.003634294,1.017403146,0.225693364,4.02103744,3.276327795,0.324747477,-0.049785544,3.601075272,3.582024602,1.650628959,0.04331295,5.232653561,75.97767973,40.69761409,116.6752938,0.651201085,1.381420617,1.331415073,2.058776135,1.986231148,2.951580318,1.931395644,7.153299062,7.210977377,6.720459251,5.745883849,8.228540308,7.040039572,6.207514049,6.552726958,0.12067893,0.101519964,0.103132512,0.148905293,29.19334387,17.22151933,46.4148632,62.87134075,2.291319482,1.388839979,3.680159461,1148.8,49.43215302,88.23620278,99.45558457,4.374109119,0.038970179,20.54152587,15.14382655,4.228467071,0.02889723,60.22731559,64.20143308,99.55503531,4.277027979,-0.006337718,1015.343721,955.6812242,9.012437329,9.224074314,21.00006327,14.95487077,
1148.8,363,0,1.939761242,1.272439804,0.300830729,3.212201046,1.882208713,1.238517882,0.291483654,3.120726595,2.290769461,1.088760481,0.235504767,3.379529943,2.221455503,1.05929971,0.228413574,3.280755214,2.188129403,0.313624811,-0.018106046,2.501754214,2.557482718,1.518401999,0.089029779,4.075884716,75.85851814,40.8954047,116.7539228,0.649772021,0.667321438,0.64369083,1.20200898,1.162155793,1.874504592,1.039080719,7.136762484,7.312142968,6.722858263,5.808206484,8.310092114,7.185703375,6.251373378,6.631165372,0.122373697,0.100778493,0.103743914,0.147395568,28.50957997,17.57134673,46.0809267,61.89697869,1.607555581,1.738667381,3.346222962,1152,49.56750708,86.88555163,99.39167693,4.422969664,0.015489096,20.54332611,14.98930231,4.264154351,0.025636779,52.11193089,63.57972754,99.65870345,4.209814812,0.004676996,1005.44793,957.4532144,8.982977623,9.177187828,21.00052312,14.96085611,
1152,364,0,1.669109515,1.356957843,0.296846152,3.026067359,1.611142176,1.315531412,0.286346668,2.926673587,1.971075247,1.158595501,0.21974997,3.129670748,1.901403134,1.121080183,0.212739916,3.022483317,1.648486876,0.361744386,-0.010210511,2.010231261,2.062777101,1.420177403,0.117602263,3.482954503,75.85330623,41.53303599,117.3863422,0.646257231,0.312151672,0.295610764,0.812479745,0.780322951,1.28674249,0.642599698,7.251275088,7.347340577,6.695411093,5.884134009,8.504422441,7.269108397,6.260330185,6.742240319,0.121306526,0.10101051,0.104738398,0.146025513,28.41530017,17.49703249,45.91233265,61.93067089,1.513275775,1.664353141,3.177628915,1155.2,49.91855925,87.20919104,99.34871099,4.498986575,0.007420683,20.57075213,14.66811185,4.34237576,0.020729084,49.56907987,62.03037915,99.74068993,4.148795073,0.030096622,809.366942,772.8551918,8.983161169,9.176576543,21.00001677,15.07420885,
1155.2,365,0,1.795174655,1.266868642,0.366664468,3.062043296,1.734200701,1.22798032,0.354477987,2.962181021,2.234241953,1.219404989,0.1904019,3.453646943,2.158225904,1.181635412,0.183888556,3.339861317,1.889268263,0.45327057,-0.040352919,2.342538833,2.383956313,1.457522182,0.09434348,3.841478495,75.92537563,41.97981793,117.9051936,0.64399679,0.528306013,0.506220381,1.014836964,0.976590492,1.435997693,0.926434131,7.305384043,7.314768162,6.696052527,5.886696826,8.545445424,7.244348795,6.257959509,6.758399531,0.120081979,0.101584195,0.104705745,0.146321621,28.70013807,17.30857751,46.00871558,62.38787812,1.798113676,1.475898165,3.274011841,1158.4,50.30872561,88.88332346,99.26327903,4.538409701,0.00945367,20.61859577,14.37528075,4.425157094,0.015319983,55.80424486,59.66124786,99.75985516,4.218800299,0.046475176,520.6081086,481.3399356,9.045203772,9.251090173,20.9997251,15.07678961,
1158.4,366,0,2.063700159,1.169600805,0.408948729,3.233300963,2.021844007,1.14504738,0.400295925,3.166891387,2.625384064,1.268656839,0.163929579,3.894040903,2.572259943,1.243776486,0.159918901,3.816036429,2.437758119,0.548276256,-0.078282462,2.986034375,3.047310325,1.592380658,0.050443848,4.639690983,75.7030129,41.91460019,117.6176131,0.643659473,0.894099354,0.876796627,1.356727225,1.328483457,1.889481863,1.454929667,7.232575714,7.262776825,6.76965365,5.854984046,8.40624596,7.161189129,6.29376283,6.706305065,0.120529326,0.101855187,0.103057937,0.146802209,28.48174253,17.39959763,45.88134016,62.06424607,1.579718142,1.566918281,3.146636422,1161.6,50.54360656,89.28833719,99.20098535,4.524387649,0.015112207,20.64790594,14.26265731,4.464959891,0.011152851,62.05312537,57.31084218,99.70114285,4.388585594,0.031754151,354.8557036,298.3918189,9.095035406,9.300261496,20.99996475,14.7447666,
1161.6,367,0,2.280120138,1.188701211,0.375709523,3.468821349,2.264226431,1.177483811,0.373161187,3.441710243,2.876874322,1.297315136,0.15376611,4.174189458,2.85773966,1.286356775,0.152619226,4.144096435,2.87142272,0.587420775,-0.07770557,3.458843495,3.570151628,1.707685789,0.040071613,5.277837417,75.31161461,41.32323572,116.6348503,0.645752239,1.091418928,1.08674262,1.579559186,1.571382886,2.284001945,1.862465839,7.176893945,7.222320858,6.855831776,5.844920701,8.303251654,7.085594418,6.348804678,6.676356037,0.120921823,0.101903962,0.101324656,0.1466236,28.05429977,17.5146861,45.56898587,61.56694891,1.152275381,1.682006754,2.834282135,1164.8,51.06863257,87.58860076,99.24333202,4.51187662,0.035381892,20.63152522,14.25362526,4.463421057,0.009174615,60.77500098,55.69786758,99.61869352,4.514001754,0.002713336,379.081937,303.5974663,9.023494262,9.213884558,21.00014192,14.22257387,
1164.8,368,0,2.532980132,1.233531093,0.332359037,3.766511225,2.511012824,1.221504942,0.330530187,3.732517766,3.189221753,1.294960262,0.155991693,4.484182015,3.162880029,1.283070345,0.154975008,4.445950374,3.312645561,0.550559365,-0.044108325,3.863204926,4.037939059,1.743567105,0.064496314,5.781506164,75.09819389,40.53914404,115.6373379,0.649468909,1.299449039,1.289507883,1.894261491,1.879809684,2.762086197,2.294371955,7.230791065,7.180504627,6.855029579,5.817870018,8.333961272,7.026332204,6.343700377,6.637302036,0.119560869,0.102221954,0.101246276,0.147105033,28.41718552,17.26685914,45.68404466,62.20714521,1.515161133,1.434179792,2.949340925,1168,52.12131848,86.44369613,99.34846334,4.551446323,0.061465263,20.5847482,14.14325849,4.469853921,0.008860379,55.7285352,54.91265578,99.58879554,4.523735694,-0.009247058,476.8207676,397.436158,8.80396075,8.999123469,21.00003225,13.92949065,
1168,369,0,2.844045145,1.199041823,0.345158521,4.043086967,2.778308805,1.173354322,0.336938802,3.951663127,3.650426142,1.253433365,0.163140315,4.903859507,3.565744501,1.226457359,0.159082301,4.79220186,3.91111426,0.491501556,-0.035991101,4.402615816,4.618800951,1.71968148,0.073202254,6.338482431,74.73834808,40.24048315,114.9788312,0.649993714,1.645003322,1.604954483,2.396992777,2.339287142,3.419612704,2.899119471,7.283533014,7.144336017,6.760630296,5.719886505,8.357961886,6.979548582,6.246549792,6.502081022,0.118139901,0.102562787,0.102499596,0.149086544,29.48154532,16.87489975,46.35644507,63.59113627,2.579520933,1.042220403,3.621741336,1171.2,52.83881086,88.01247678,99.39379208,4.622680764,0.058789141,20.54558258,13.85168279,4.518362528,0.009042471,54.20590302,54.86030726,99.60890419,4.479487052,-0.002015477,526.679943,467.6780289,8.473017981,8.713801554,20.99992808,14.00057736,
1171.2,370,0,2.947351142,1.132637166,0.385434423,4.079988308,2.842773479,1.094523259,0.370889415,3.937296738,3.873605201,1.156906639,0.179294154,5.03051184,3.735321726,1.117616614,0.17203859,4.85293834,4.295986604,0.473273725,-0.085197718,4.769260329,4.953338246,1.660032682,0.043715801,6.613370928,73.81137248,40.70037539,114.5117479,0.644524191,1.814713976,1.748250219,2.716698563,2.617705112,3.822712878,3.293305564,7.222160522,7.157806718,6.673418879,5.598806644,8.271814805,6.97340037,6.136392277,6.323708925,0.118961141,0.10210001,0.103322161,0.151287011,30.15230208,16.80202738,46.95432946,64.22633931,3.250277689,0.969348034,4.219625723,1174.4,52.5916052,90.31137134,99.34760708,4.667676075,0.022030987,20.53594146,13.50426166,4.58689914,0.009065259,56.42438804,55.56096271,99.58772885,4.477952754,0.004217342,498.2751465,475.8907505,8.012739468,8.311816265,20.99997605,14.06979133,
