time,cycle number,marker,delc_var_det1_HbO2,delc_var_det1_HHb,delc_var_det1_ox-redCCO,delc_var_det1_HbT,delc_INvar_det1_HbO2,delc_INvar_det1_HHb,delc_INvar_det1_ox-redCCO,delc_INvar_det1_HbT,delc_var_det2_HbO2,delc_var_det2_HHb,delc_var_det2_ox-redCCO,delc_var_det2_HbT,delc_INvar_det2_HbO2,delc_INvar_det2_HHb,delc_INvar_det2_ox-redCCO,delc_INvar_det2_HbT,delc_INvar_det3_HbO2,delc_INvar_det3_HHb,delc_INvar_det3_ox-redCCO,delc_INvar_det3_HbT,delc_INvar_det4_HbO2,delc_INvar_det4_HHb,delc_INvar_det4_ox-redCCO,delc_INvar_det4_HbT,SRS kHbO2,SRS kHHb,SRS kHbT,SRS TOI,delc_var_det1_Hbdiff,delc_INvar_det1_Hbdiff,delc_var_det2_Hbdiff,delc_INvar_det2_Hbdiff,delc_INvar_det3_Hbdiff,delc_INvar_det4_Hbdiff,DPF 690,DPF 750,DPF 790,DPF 850,Us 690,Us 750,Us 790,Us 850,Ua 690,Ua 750,Ua 790,Ua 850,MDFD_abs_C_HbO2,MDFD_abs_C_HHb,MDFD_abs_C_HbT,MDFD_StO2,MDFD_delta_C_HbO2,MDFD_delta_C_HHb,MDFD_delta_C_HbT,time (s),TCD mean velocity,TCD mean BP,TCD mean SpO2,TCD mean maxCO2,TCD mean minCO2,TF mean maxO2,TF mean minO2,TF mean maxCO2,TF mean minCO2,HR (bpm),HR ,SpO2 ,CO2 - ET ,CO2 - MIN ,TV - TV - 61664 ,TV - TV - 61665 ,MINVOL - MINVOL - 20812 ,MINVOL - MINVOL - 20816 ,O2 - INSP ,O2 - ET ,end challenge
1088,344,0,2.945247104,2.04196734,0.274686121,4.987214445,2.96083838,2.052844177,0.276129175,5.013682557,4.209018512,2.246588618,0.164308632,6.45560713,4.231313993,2.258555309,0.165174311,6.489869302,5.041602478,1.990389397,-0.158146444,7.031991875,4.892634668,2.66304083,0.116337983,7.555675498,74.45375362,42.21317007,116.6669237,0.638173615,0.903279764,0.907994203,1.962429894,1.972758684,3.051213081,2.229593838,7.194055531,7.024420328,6.949952143,5.892804139,8.430921463,6.924421026,6.469571363,6.696664776,0.122176755,0.105250398,0.100455536,0.144635913,27.37346585,18.11538226,45.48884811,60.17603526,0.47144146,2.282702914,2.754144373,1091.2,46.83312517,87.4329573,99.27246604,4.59900867,-0.033018566,20.46086795,12.58470521,4.604764684,0.048877975,46.6486388,78.00054465,91.18740748,4.129232001,0.100005301,879.9189987,849.9401125,10.30010781,10.70007296,20,13.00009696,
1091.2,345,0,3.86275654,1.970649182,0.337490268,5.833405722,3.75974058,1.920474367,0.328886245,5.680214947,5.649640487,2.240223304,0.144317992,7.889863791,5.498344327,2.183698902,0.140749075,7.682043229,6.412944555,1.87600115,-0.166083813,8.288945705,6.562876604,2.620127952,0.060485473,9.183004556,74.69174245,42.65710746,117.3488499,0.636521712,1.892107358,1.839266213,3.409417183,3.314645425,4.536943404,3.942748652,7.182207724,7.250547718,6.740162042,5.807235072,8.346822459,7.089035791,6.152575797,6.580235873,0.121410258,0.101206302,0.101589443,0.146335741,28.26261281,17.49523349,45.75784631,61.75930221,1.360588423,1.662554145,3.023142568,1094.4,51.27981892,92.17498985,99.4343705,4.552005981,0.061746132,20.54460248,12.8839011,4.563015739,0.047430327,67.51644578,77.06654414,93.3367501,4.289007843,0.020191958,708.3092219,719.1719908,10.09638559,10.46822203,20.79307246,12.95209989,
1094.4,346,0,4.08472068,1.925741148,0.353330209,6.010461829,3.926599668,1.851238494,0.339156351,5.777838162,6.022128043,2.168448999,0.151577761,8.190577041,5.78981468,2.083799091,0.145344351,7.873613771,6.841762741,1.654630864,-0.118296834,8.496393606,7.076313753,2.622310611,0.038925571,9.698624364,73.88325868,42.45351527,116.336774,0.635089343,2.158979532,2.075361174,3.853679044,3.706015589,5.187131877,4.454003142,7.129779737,7.351496665,6.639093416,5.771709682,8.284026574,7.167766543,6.027583571,6.551142796,0.122303234,0.099459185,0.102584606,0.147498506,28.63727271,17.405536,46.04280871,62.19055517,1.735248315,1.572856658,3.308104973,1097.6,51.08822966,91.69404018,99.5183021,4.52264654,0.082866848,20.57861107,13.24965646,4.503531604,0.041075281,75.24411942,75.58826116,94.58899234,4.502975722,-0.012318214,588.392197,618.8913444,9.897604114,10.22862931,21.12433584,12.53796733,
1097.6,347,0,3.762142947,1.89253739,0.330501342,5.654680337,3.642884641,1.83979055,0.318974412,5.482675191,5.583222762,2.055569988,0.177992013,7.63879275,5.406132002,1.994127129,0.172742804,7.400259131,6.627473877,1.432885453,-0.051493174,8.06035933,6.761126077,2.656231446,0.04214258,9.417357523,72.35726253,41.90551227,114.2627748,0.633238354,1.869605557,1.803094091,3.527652774,3.412004873,5.194588424,4.104894631,7.066284458,7.294254325,6.703974999,5.830146657,8.246917316,7.136474203,6.129348461,6.639061335,0.123903252,0.100590901,0.102302835,0.146528121,27.97165385,17.86642049,45.83807434,61.01438299,1.069629458,2.033741147,3.103370605,1100.8,47.20238996,87.60235433,99.55172545,4.520666429,0.054178972,20.57126524,13.57460677,4.43966217,0.03059197,71.40856936,74.22188662,95.25185437,4.669336425,-0.004438488,616.413959,612.2275056,9.7032561,9.951722167,21.05207362,12.07733366,
1100.8,348,0,3.524128793,1.802744837,0.320370233,5.32687363,3.490401637,1.788813167,0.316967275,5.279214805,5.28507016,1.935929297,0.197833293,7.220999457,5.231937766,1.917855017,0.196364044,7.149792783,6.599587183,1.337744808,-0.043772926,7.937331992,6.607916364,2.613361739,0.052058874,9.221278104,71.43951104,41.62145443,113.0609655,0.631856935,1.721383956,1.70158847,3.349140863,3.31408275,5.261842375,3.994554625,7.04185981,7.182199724,6.856506914,5.920617765,8.213507928,7.056270193,6.290586031,6.731588535,0.124204397,0.102587872,0.100392585,0.144019344,26.7763625,18.31226298,45.08862548,59.41451537,-0.125661892,2.47958363,2.353921738,1104,44.91699448,85.84953458,99.53999548,4.531239376,0.032982277,20.5654693,13.68331304,4.399213642,0.020973549,66.53717402,73.76230458,96.22117491,4.650328178,0.00519508,804.1575596,721.8712785,9.501853874,9.637457407,20.94587539,12.14926415,
1104,349,0,3.57967924,1.630702416,0.34678215,5.210381655,3.576591261,1.628816753,0.3471746,5.205408014,5.360814527,1.787508715,0.202919934,7.148323242,5.356046334,1.784910737,0.203435989,7.140957071,6.763033158,1.289276002,-0.102159571,8.05230916,6.700383739,2.397704246,0.072542216,9.098087985,71.85179907,41.59321236,113.4450114,0.633329642,1.948976824,1.947774508,3.573305812,3.571135597,5.473757156,4.302679494,7.064760676,7.150405184,6.912846596,5.89868066,8.178223063,7.007217786,6.298888421,6.670986224,0.122887449,0.102812016,0.098897676,0.143826263,26.68710816,18.13683606,44.82394422,59.53969201,-0.21491623,2.304156715,2.089240486,1107.2,46.99091825,88.97487442,99.3992534,4.516099408,0.026988956,20.57978081,13.61969911,4.389332785,0.015324402,66.09107227,73.69572785,97.58646552,4.486512941,0.001380869,973.1909505,846.5982779,9.288181389,9.3647531,20.97216511,12.7176407,
1107.2,350,0,3.646794526,1.471269683,0.373803815,5.118064208,3.586013725,1.444723234,0.368974648,5.030736959,5.327387971,1.617940427,0.198855056,6.945328398,5.245808479,1.591460612,0.196757615,6.837269091,6.566614834,1.15644349,-0.155620565,7.723058324,6.499604426,2.100231816,0.093850375,8.599836243,72.89029603,41.48775808,114.3780541,0.637255684,2.175524843,2.14129049,3.709447544,3.654347867,5.410171344,4.39937261,7.102158437,7.202195049,6.803034851,5.743867315,8.162716673,6.9976269,6.148173612,6.486251911,0.12140709,0.101244277,0.099752883,0.147676508,28.30600459,17.43472648,45.74073107,61.76511532,1.403980199,1.602047133,3.006027332,1110.4,50.13505243,94.03638397,99.15521935,4.449005894,0.0286769,20.59770177,13.70153334,4.391925749,0.012447817,68.3058223,72.88719108,98.58518355,4.363745991,-0.002260287,923.5864519,841.7645217,9.091489173,9.228389376,21.02548101,13.14678191,
1110.4,351,0,3.567659805,1.41507958,0.36429409,4.982739385,3.453921387,1.366069226,0.35386588,4.819990613,5.033591492,1.502344134,0.184464102,6.535935626,4.878141314,1.453849129,0.178989299,6.331990443,6.087543746,0.97920006,-0.151911176,7.066743806,6.10246147,1.927578823,0.086527565,8.030040292,73.39701263,41.2759021,114.6729147,0.640070729,2.152580225,2.08785216,3.531247358,3.424292185,5.108343686,4.174882647,7.102766948,7.241355261,6.693233499,5.619526189,8.148449726,6.991634675,6.058429634,6.377638395,0.121206966,0.100037421,0.101526843,0.151659061,29.88486342,16.96649201,46.85135543,63.67248559,2.982839031,1.133812661,4.116651692,1113.6,49.85867659,97.63568448,99.05191752,4.347849297,0.052244858,20.60056342,14.16447268,4.384863361,0.010305326,70.46977593,71.2222463,98.77717327,4.377698002,0.001048352,720.5372194,731.6682152,8.967793078,9.228343206,21.01660342,13.06294248,
1113.6,352,0,3.483364865,1.413108729,0.337202407,4.896473594,3.408001465,1.3779474,0.330184346,4.785948865,4.822222909,1.473025529,0.160761921,6.295248438,4.718416544,1.439775146,0.156391265,6.15819169,5.889221405,0.868112294,-0.11560476,6.757333699,6.022933672,1.91344459,0.061158329,7.936378263,73.2550216,41.17192104,114.4269426,0.640189591,2.070256136,2.030054065,3.34919738,3.278641398,5.021109111,4.109489082,7.054564505,7.256043828,6.753637394,5.6637453,8.102624125,7.008473915,6.168353299,6.448802644,0.122169587,0.099867376,0.101449623,0.150954293,29.46520415,17.18169661,46.64690076,63.07074684,2.563179762,1.34901726,3.912197023,1116.8,46.54819359,99.29209563,99.2992499,4.259617294,0.089266644,20.58862776,14.82572931,4.357449788,0.009171621,71.18453767,69.6466958,98.55891904,4.433097915,0.000631305,683.3290972,756.289692,8.96339582,9.286340679,20.98813491,12.83627011,
1116.8,353,0,3.472147493,1.3768659,0.337095581,4.849013393,3.468680133,1.370279362,0.337108629,4.838959495,4.805677343,1.471713174,0.147334743,6.277390518,4.80240246,1.466957107,0.146790226,6.269359566,5.963705925,0.82116225,-0.098706292,6.784868175,6.132971465,1.880328366,0.068391388,8.013299831,73.33229773,41.34303145,114.6753292,0.63945723,2.095281593,2.098400771,3.333964169,3.335445353,5.142543675,4.252643099,7.032322954,7.324644655,6.889878065,5.823964242,8.087806619,7.097889426,6.324176823,6.602764863,0.122666122,0.099319498,0.099932497,0.146110394,27.59436441,17.62459197,45.21895639,60.98986766,0.692340023,1.791912628,2.48425265,1120,44.20038136,99.57658111,99.78070093,4.214706816,0.095300487,20.5751979,15.27268415,4.311912654,0.010210771,69.73751634,68.80029121,98.46108411,4.392961726,-0.004851637,990.6366841,1069.181976,9.097684763,9.37996317,20.99014485,13.084961,
